Image_ID,ARE,RMSE,delta<1.25,delta<1.25^2,Inference_Time(s)
10,0.0667029,0.21506035,1.0,1.0,0.3629
11,0.07115895,0.23033899,0.9893424036281179,1.0,0.3491
12,0.035097025,0.11694704,1.0,1.0,7.0343
13,0.06371035,0.1873211,1.0,1.0,0.3363
14,0.059246194,0.17252485,1.0,1.0,0.3549
15,0.0650061,0.18452732,1.0,1.0,0.4216
16,0.02896156,0.09693402,1.0,1.0,0.35
17,0.034576498,0.11563122,1.0,1.0,0.3522
18,0.05264685,0.1612948,1.0,1.0,0.3661
19,0.13153604,0.42112702,0.9475161987041036,1.0,7.9925
1,0.057206944,0.18142559,1.0,1.0,8.1203
20,0.15468214,0.46007976,0.9337568058076225,1.0,0.3661
21,0.14234388,0.443642,0.9194280526554698,1.0,0.4299
22,0.13459173,0.43780428,0.9375567665758402,1.0,0.3519
23,0.13960804,0.4636761,0.8939118582462517,1.0,0.357
24,0.17129242,0.5754381,0.7402450090744102,1.0,10.5256
25,0.1529632,0.552647,0.7851633393829401,0.9968239564428312,0.3375
26,0.1614123,0.57700825,0.7481245737667652,0.9965901341213912,0.3945
27,0.16923916,0.57381076,0.7724687144482366,1.0,0.3577
28,0.16854416,0.56715894,0.6842941443486156,1.0,0.3442
29,0.17417815,0.5840245,0.692709516238928,1.0,0.3566
2,0.06171971,0.19396223,1.0,1.0,0.386
30,0.07581327,0.27028543,0.9575386012715713,1.0,7.0223
31,0.056721784,0.18619947,1.0,1.0,0.4512
32,0.04421979,0.14842337,1.0,1.0,0.3683
33,0.06927372,0.21972284,1.0,1.0,0.4036
34,0.030929029,0.10920186,1.0,1.0,0.3689
35,0.03760816,0.12055468,1.0,1.0,0.3535
36,0.029426249,0.102953516,1.0,1.0,0.4243
37,0.055609368,0.19195054,1.0,1.0,7.0573
38,0.04473025,0.16586557,1.0,1.0,0.3655
39,0.053150315,0.18322162,1.0,1.0,1.123
3,0.04910489,0.15891623,1.0,1.0,0.3294
4,0.039046787,0.14302208,1.0,1.0,0.3252
5,0.07350137,0.22142346,1.0,1.0,0.3578
6,0.066862576,0.22297731,1.0,1.0,7.2933
7,0.05886275,0.1949084,1.0,1.0,0.4589
8,0.066563405,0.22326303,1.0,1.0,0.3458
9,0.06234967,0.20613688,0.9938502086536349,1.0,0.3368
