image_index,inference_start,inference_end,inference_duration_sec
72,2026-02-03T13:15:53.459601,2026-02-03T13:15:53.826174,0.366573
73,2026-02-03T13:15:53.993674,2026-02-03T13:15:54.423912,0.430238
74,2026-02-03T13:15:54.557355,2026-02-03T13:15:55.099441,0.542086
75,2026-02-03T13:15:55.253029,2026-02-03T13:15:55.616681,0.363652
76,2026-02-03T13:15:55.726305,2026-02-03T13:15:56.089189,0.362884
77,2026-02-03T13:15:56.318127,2026-02-03T13:15:56.685438,0.367311
78,2026-02-03T13:16:02.472562,2026-02-03T13:16:02.974136,0.501574
79,2026-02-03T13:16:03.101082,2026-02-03T13:16:03.463716,0.362634
80,2026-02-03T13:16:03.620999,2026-02-03T13:16:03.997981,0.376982
81,2026-02-03T13:16:04.127791,2026-02-03T13:16:04.664047,0.536256
82,2026-02-03T13:16:04.902992,2026-02-03T13:16:05.259282,0.35629
83,2026-02-03T13:16:05.393689,2026-02-03T13:16:05.768447,0.374758
84,2026-02-03T13:16:05.894024,2026-02-03T13:16:06.304066,0.410042
85,2026-02-03T13:16:06.437112,2026-02-03T13:16:06.893644,0.456532
