img_idx,a,b,equation,infer_time
37,-0.29576344168105906,1.7851952920420013,y = -0.2958 * x + 1.7852,6.1101
38,-0.29576344168105906,1.7851952920420013,y = -0.2958 * x + 1.7852,0.5062
39,-0.29576344168105906,1.7851952920420013,y = -0.2958 * x + 1.7852,0.3616
40,-0.29576344168105906,1.7851952920420013,y = -0.2958 * x + 1.7852,0.3882
41,-0.29576344168105906,1.7851952920420013,y = -0.2958 * x + 1.7852,0.5675
42,-0.29576344168105906,1.7851952920420013,y = -0.2958 * x + 1.7852,0.454
43,-0.29576344168105906,1.7851952920420013,y = -0.2958 * x + 1.7852,0.4521
44,-0.29576344168105906,1.7851952920420013,y = -0.2958 * x + 1.7852,0.3642
45,-0.3293986987416519,1.8292321841342385,y = -0.3294 * x + 1.8292,6.264
46,-0.3293986987416519,1.8292321841342385,y = -0.3294 * x + 1.8292,0.3428
47,-0.3293986987416519,1.8292321841342385,y = -0.3294 * x + 1.8292,0.3626
48,-0.3293986987416519,1.8292321841342385,y = -0.3294 * x + 1.8292,0.4837
49,-0.3293986987416519,1.8292321841342385,y = -0.3294 * x + 1.8292,0.4316
50,-0.3293986987416519,1.8292321841342385,y = -0.3294 * x + 1.8292,0.4006
51,-0.3293986987416519,1.8292321841342385,y = -0.3294 * x + 1.8292,0.52
52,-0.3293986987416519,1.8292321841342385,y = -0.3294 * x + 1.8292,0.3942
53,-0.1304098468305323,1.8584674259105078,y = -0.1304 * x + 1.8585,6.4935
54,-0.1304098468305323,1.8584674259105078,y = -0.1304 * x + 1.8585,0.3524
55,-0.1304098468305323,1.8584674259105078,y = -0.1304 * x + 1.8585,0.3765
56,-0.1304098468305323,1.8584674259105078,y = -0.1304 * x + 1.8585,0.3744
57,-0.1304098468305323,1.8584674259105078,y = -0.1304 * x + 1.8585,0.5183
58,-0.1304098468305323,1.8584674259105078,y = -0.1304 * x + 1.8585,0.3676
59,-0.1304098468305323,1.8584674259105078,y = -0.1304 * x + 1.8585,0.4934
60,-0.1304098468305323,1.8584674259105078,y = -0.1304 * x + 1.8585,0.3602
61,-0.09135631609861818,1.868097082451117,y = -0.0914 * x + 1.8681,6.1462
62,-0.09135631609861818,1.868097082451117,y = -0.0914 * x + 1.8681,0.4239
63,-0.09135631609861818,1.868097082451117,y = -0.0914 * x + 1.8681,0.5686
64,-0.09135631609861818,1.868097082451117,y = -0.0914 * x + 1.8681,0.3691
65,-0.09135631609861818,1.868097082451117,y = -0.0914 * x + 1.8681,0.3829
66,-0.09135631609861818,1.868097082451117,y = -0.0914 * x + 1.8681,0.3668
67,-0.09135631609861818,1.868097082451117,y = -0.0914 * x + 1.8681,0.3775
68,-0.09135631609861818,1.868097082451117,y = -0.0914 * x + 1.8681,0.395
69,-0.04344382112589853,1.8698935143057547,y = -0.0434 * x + 1.8699,6.35
70,-0.04344382112589853,1.8698935143057547,y = -0.0434 * x + 1.8699,0.3533
71,-0.04344382112589853,1.8698935143057547,y = -0.0434 * x + 1.8699,0.3996
72,-0.04344382112589853,1.8698935143057547,y = -0.0434 * x + 1.8699,0.3743
73,-0.04344382112589853,1.8698935143057547,y = -0.0434 * x + 1.8699,0.4393
74,-0.04344382112589853,1.8698935143057547,y = -0.0434 * x + 1.8699,0.5499
75,-0.04344382112589853,1.8698935143057547,y = -0.0434 * x + 1.8699,0.3712
76,-0.04344382112589853,1.8698935143057547,y = -0.0434 * x + 1.8699,0.3716
77,0.7747627191351673,1.1163844939187388,y = 0.7748 * x + 1.1164,6.0325
78,0.7747627191351673,1.1163844939187388,y = 0.7748 * x + 1.1164,0.5092
79,0.7747627191351673,1.1163844939187388,y = 0.7748 * x + 1.1164,0.3715
80,0.7747627191351673,1.1163844939187388,y = 0.7748 * x + 1.1164,0.3851
81,0.7747627191351673,1.1163844939187388,y = 0.7748 * x + 1.1164,0.5449
82,0.7747627191351673,1.1163844939187388,y = 0.7748 * x + 1.1164,0.3655
83,0.7747627191351673,1.1163844939187388,y = 0.7748 * x + 1.1164,0.3819
84,0.7747627191351673,1.1163844939187388,y = 0.7748 * x + 1.1164,0.417
85,0.1567759757884025,1.7675606593335864,y = 0.1568 * x + 1.7676,7.88
