img_idx,a,b,equation,infer_time
1,1.5412906839883085,2.1159995670041,y = 1.5413 * x + 2.1160,7.5414
2,1.5412906839883085,2.1159995670041,y = 1.5413 * x + 2.1160,0.4021
3,1.5412906839883085,2.1159995670041,y = 1.5413 * x + 2.1160,0.321
4,1.5412906839883085,2.1159995670041,y = 1.5413 * x + 2.1160,0.3252
5,1.5412906839883085,2.1159995670041,y = 1.5413 * x + 2.1160,0.3236
6,1.5412906839883085,2.1159995670041,y = 1.5413 * x + 2.1160,0.3271
7,2.6381593426391077,1.6140470544433414,y = 2.6382 * x + 1.6140,7.4286
8,2.6381593426391077,1.6140470544433414,y = 2.6382 * x + 1.6140,0.427
9,2.6381593426391077,1.6140470544433414,y = 2.6382 * x + 1.6140,0.3424
10,2.6381593426391077,1.6140470544433414,y = 2.6382 * x + 1.6140,0.3317
11,2.6381593426391077,1.6140470544433414,y = 2.6382 * x + 1.6140,0.3323
12,2.6381593426391077,1.6140470544433414,y = 2.6382 * x + 1.6140,0.4484
13,2.5895198955419447,1.6558017431796572,y = 2.5895 * x + 1.6558,7.6249
14,2.5895198955419447,1.6558017431796572,y = 2.5895 * x + 1.6558,0.4316
15,2.5895198955419447,1.6558017431796572,y = 2.5895 * x + 1.6558,0.3755
16,2.5895198955419447,1.6558017431796572,y = 2.5895 * x + 1.6558,0.3342
17,2.5895198955419447,1.6558017431796572,y = 2.5895 * x + 1.6558,0.354
18,2.5895198955419447,1.6558017431796572,y = 2.5895 * x + 1.6558,0.4367
19,2.3670808786879136,1.7087701724886935,y = 2.3671 * x + 1.7088,7.1095
20,2.3670808786879136,1.7087701724886935,y = 2.3671 * x + 1.7088,0.3385
21,2.3670808786879136,1.7087701724886935,y = 2.3671 * x + 1.7088,0.4793
22,2.3670808786879136,1.7087701724886935,y = 2.3671 * x + 1.7088,0.3448
23,2.3670808786879136,1.7087701724886935,y = 2.3671 * x + 1.7088,0.3653
24,2.3670808786879136,1.7087701724886935,y = 2.3671 * x + 1.7088,0.4196
25,2.3670808786879136,1.7087701724886935,y = 2.3671 * x + 1.7088,0.3579
26,2.478366651379658,1.8042118850484237,y = 2.4784 * x + 1.8042,8.153
27,2.478366651379658,1.8042118850484237,y = 2.4784 * x + 1.8042,0.3613
28,2.478366651379658,1.8042118850484237,y = 2.4784 * x + 1.8042,0.3682
29,2.478366651379658,1.8042118850484237,y = 2.4784 * x + 1.8042,0.5458
30,1.992284594144128,1.9596400739708586,y = 1.9923 * x + 1.9596,7.0621
31,1.992284594144128,1.9596400739708586,y = 1.9923 * x + 1.9596,0.3428
32,1.992284594144128,1.9596400739708586,y = 1.9923 * x + 1.9596,0.4229
33,1.992284594144128,1.9596400739708586,y = 1.9923 * x + 1.9596,0.3637
34,1.992284594144128,1.9596400739708586,y = 1.9923 * x + 1.9596,0.3824
35,1.992284594144128,1.9596400739708586,y = 1.9923 * x + 1.9596,0.3679
36,1.992284594144128,1.9596400739708586,y = 1.9923 * x + 1.9596,0.4913
37,3.0374649628075945,1.4393715146739408,y = 3.0375 * x + 1.4394,7.496
38,3.0374649628075945,1.4393715146739408,y = 3.0375 * x + 1.4394,0.9414
