image_index,timestamp,target_u,target_v,target_tilt_rad,target_pan_rad,actual_tilt_rad,actual_pan_rad,point_index,lidar_distance,camera_depth,midas_rel_depth,real_u,real_v,uncertainty,sequence_duration_sec
1,2026-02-03T12:49:19.428042,116,233,1.5893545773435667,1.9156362151127353,1.59073807703741,1.9128740424933945,0,2.41,2.2164827065333905,0.2444918155670166,127.7069462663605,266.09979886997354,0.07596838474273682,5.445042
1,2026-02-03T12:49:20.002137,32,404,1.8109430439944394,2.039543272948624,1.8116313104929422,2.0371264863121317,1,2.67,2.257483918798167,0.18091195821762085,47.2778267823039,429.814563608274,0.015593290328979492,5.445042
1,2026-02-03T12:49:20.434514,33,292,1.6622450945691751,2.030575015681645,1.662835174068035,2.030990563160589,2,2.59,2.2646683214379446,0.25826770067214966,46.12649864202514,322.85720943055514,0.01482480764389038,5.445042
1,2026-02-03T12:49:21.027551,428,251,1.6494618823120537,1.4533948231200735,1.6520973085528354,1.4542137869155878,3,2.21,2.086493565102339,0.19596487283706665,424.6134977375085,282.67591848982465,0.013422131538391113,5.445042
1,2026-02-03T12:49:21.553725,604,225,1.6248529828980387,1.2052704368898395,1.6260196351587797,1.205708899278114,4,2.32,2.0409457640045665,0.22119319438934326,594.0495297560461,256.15053513943406,0.013049304485321045,5.445042
1,2026-02-03T12:49:22.354529,116,438,1.8732121463618903,1.932219324650568,1.876058503584139,1.9297478311601366,5,2.58,2.2283434037834704,0.08157294988632202,127.63897783335548,463.7434495019452,0.012944698333740234,5.445042
1,2026-02-03T12:49:23.057450,332,252,1.6418823321659273,1.5981796305414706,1.6428934238255217,1.5984079809768381,6,2.2,2.1058462196715286,0.20313167572021484,332.69079010722703,282.82321900309876,0.011223018169403076,5.445042
1,2026-02-03T12:49:23.586681,244,292,1.6918629826955403,1.735464187950702,1.6919808090378623,1.7333982903107745,7,2.27,2.14454285580151,0.17432814836502075,249.6618419216217,321.0210700861258,0.010172069072723389,5.445042
6,2026-02-03T12:49:28.657886,41,233,1.581370732749055,2.016180614025803,1.5830681730979816,2.014116774493847,0,2.42,2.142597166274085,0.17557662725448608,55.08400614519783,265.4672569560734,0.05020266771316528,5.596655
6,2026-02-03T12:49:29.473674,596,24,1.3455447951055757,1.1937328426522085,1.3483691125514785,1.1965050145508,1,5.04,4.451131209126385,0.9690923690795898,579.8861045707105,84.16836048389885,0.01927146688103676,5.596655
6,2026-02-03T12:49:29.936954,602,217,1.613539908555145,1.206972850965805,1.6122138080678088,1.205708899278114,2,2.37,2.089238366641663,0.19584864377975464,593.0369304041344,247.36593078897855,0.02180624008178711,5.596655
6,2026-02-03T12:49:30.738774,60,410,1.8248357998640048,2.004351890104598,1.825437137583913,2.0018449281907618,3,2.48,2.115828018617364,0.07086747884750366,73.4637752954032,434.14623840269894,0.012026488780975342,5.596655
6,2026-02-03T12:49:31.506529,492,218,1.6060163547655322,1.356520673819794,1.6060778849162662,1.359106978066678,4,2.26,2.1013043101131905,0.2184702754020691,484.73793157691574,249.59915724215338,0.03395646810531616,5.596655
6,2026-02-03T12:49:32.082689,604,116,1.4726575010827867,1.1934763130009325,1.4741555371581012,1.1949710337629145,5,4.9,4.391308710305244,0.9400548934936523,588.3019851606531,169.41289106211056,0.01153922826051712,5.596655
6,2026-02-03T12:49:32.897489,116,291,1.6729639520148079,1.9203812822874053,1.6735730395832344,1.9174759848570515,6,2.34,2.128710693310979,0.13517636060714722,127.45479657891279,320.1202680373508,0.011137425899505615,5.596655
6,2026-02-03T12:49:33.667365,481,451,1.9314280883048265,1.3982268507309494,1.932815792735908,1.3989904785517047,7,2.4,2.0824323727364207,0.06343823671340942,475.4998694610965,474.0684578196891,0.00995856523513794,5.596655
12,2026-02-03T12:49:39.185953,380,412,1.8773550965959565,1.5428155031632298,1.8791264651599104,1.5401167110371838,0,2.35,2.1265909947086534,0.2114189863204956,380.68085297137026,437.1936951821895,0.03614389896392822,4.466131
