Image_ID,ARE,RMSE,delta<1.25,delta<1.25^2,Inference_Time(s)
10,0.049433593,0.21475255,0.9874572405929305,0.994526795895097,8.2585
11,0.054164246,0.21517113,0.9880979629205768,0.9954222934309911,7.9024
12,0.05149203,0.2078466,0.9861814831874712,0.9956241363426992,8.4674
13,0.044486426,0.18738702,0.9851665905979005,0.9965769055225924,8.8488
14,0.040092323,0.1533905,0.9890635680109364,0.9988607883344726,8.8596
15,0.034014933,0.14058624,0.9910897875257025,0.9986291980808774,12.6787
16,0.034713328,0.14178145,0.9908717480602465,0.9988589685075308,12.1436
17,0.03555613,0.14598098,0.9892914103440419,0.9988607883344726,9.6374
18,0.04218491,0.15365037,0.9892865283793025,0.999316161385913,12.826
19,0.04483972,0.16258498,0.9881521986785144,0.999088630667578,12.2172
1,0.04370736,0.18532039,0.9872291904218928,0.9963511972633979,11.7543
20,0.038171023,0.14567357,0.9931569343065694,0.9995437956204379,10.8996
21,0.03910161,0.1524187,0.9924259811797108,0.9993114528345192,10.9492
22,0.03882427,0.15714589,0.9915870850386539,0.9984083674397454,11.4913
23,0.034352154,0.1394083,0.9929239899566309,0.9993152248345126,11.2742
24,0.043306604,0.15625112,0.9929401047597358,0.9997722614438624,11.5792
25,0.04478566,0.15534171,0.9926655970662388,1.0,11.4016
26,0.04858931,0.17117615,0.9883906214432051,0.999317095379012,11.3651
27,0.047709882,0.17106532,0.9886182563168677,0.9988618256316868,11.843
28,0.049260415,0.1672266,0.9906627191983602,1.0,10.8659
29,0.048088714,0.16608502,0.9890610756608933,0.9997721057429353,11.2845
2,0.047354553,0.19322091,0.9858220900983307,0.9958838326091928,11.7189
30,0.035081804,0.15281078,0.9876656007309274,0.9995431703974418,11.7883
31,0.043786865,0.16018514,0.9926504363803399,0.9995406522737712,11.6339
32,0.047937326,0.18698862,0.9835616438356164,0.9970319634703196,11.9328
33,0.043442495,0.17876332,0.983992682369083,0.9974845643722845,10.7498
34,0.041837964,0.17533329,0.9847171532846716,0.9972627737226277,11.56
35,0.047203265,0.18581279,0.9846118511713366,0.9972439136426274,11.8224
36,0.042754404,0.17181154,0.9867276887871853,0.9979405034324943,11.049
37,0.039695397,0.16222695,0.9890235536245141,0.9983992682369083,11.5414
38,0.043986093,0.16564451,0.9913301391740816,0.9988592288386949,11.517
39,0.04831185,0.21595603,0.9865204477952936,0.9938313913639479,11.6961
3,0.045048445,0.18980587,0.9860794157918759,0.9961204929256048,11.4583
40,0.052818485,0.22193375,0.9833485401459854,0.9940693430656934,11.5955
41,0.05134289,0.21457276,0.9879105839416058,0.9947536496350365,11.4842
42,0.049546115,0.20893236,0.986748914781814,0.9947452593100297,11.3301
43,0.04440415,0.18668519,0.9874285714285714,0.9970285714285714,11.9073
44,0.042784248,0.1860388,0.9806289881494986,0.9965815861440291,11.6389
45,0.038407356,0.15043648,0.9900706090026479,0.9988967343336276,11.8169
46,0.034503035,0.14339878,0.9902395740905058,0.9982253771073647,11.6877
47,0.04080911,0.1508212,0.9911288534043025,0.9995564426702152,11.6463
48,0.0336876,0.12970397,0.9929499889843578,1.0,12.0045
49,0.037266985,0.14151444,0.9933955818720109,1.0,11.4315
4,0.044522345,0.19163573,0.9861615245009074,0.9959165154264973,11.0956
50,0.025930233,0.09919347,0.9984054669703872,1.0,11.2113
51,0.05934952,0.18227944,1.0,1.0,11.268
52,0.040022507,0.13184994,1.0,1.0,11.6842
53,0.036647867,0.121341825,1.0,1.0,11.3726
54,0.031175986,0.10691993,1.0,1.0,10.8365
55,0.029854616,0.10345082,1.0,1.0,11.5801
56,0.16617951,0.5001448,0.6408626560726447,1.0,11.177
57,0.10771753,0.3404582,0.9997729336966394,1.0,11.2209
58,0.09470413,0.3047215,0.9965963240299524,1.0,11.2069
59,0.047961228,0.17210025,0.9950022716946842,1.0,11.0204
5,0.046138402,0.18880945,0.9880583812472358,0.9969040247678018,11.464
60,0.0753384,0.23110229,1.0,1.0,11.7075
61,0.01744939,0.06431467,1.0,1.0,11.0221
62,0.01640545,0.058927648,1.0,1.0,11.8962
63,0.031000404,0.096945606,1.0,1.0,11.4415
64,0.026582412,0.084715076,1.0,1.0,11.8686
6,0.04631381,0.18826105,0.9913419913419913,0.9965367965367965,11.7304
7,0.05432802,0.22571528,0.9867549668874173,0.9942909340031971,11.6269
8,0.05270832,0.22439401,0.9847171532846716,0.9938412408759124,11.3564
9,0.050833024,0.21897164,0.985851209493382,0.994294842537654,11.3356
