Image_ID,ARE,RMSE,delta<1.25,delta<1.25^2,Inference_Time(s)
10,0.07065161,0.24769181,1.0,1.0,0.5343
11,0.06519743,0.23439696,1.0,1.0,0.5347
12,0.06739364,0.23910691,1.0,1.0,7.952
13,0.09580622,0.33543882,1.0,1.0,0.3649
14,0.07324939,0.26105547,1.0,1.0,0.4053
15,0.078879364,0.2787802,1.0,1.0,0.5107
16,0.074948564,0.26819485,1.0,1.0,0.5549
17,0.03041773,0.110777415,1.0,1.0,7.6551
18,0.018716004,0.074169874,1.0,1.0,0.5551
19,0.016925793,0.067210004,1.0,1.0,0.3561
1,0.085763335,0.32531223,1.0,1.0,7.4559
20,0.026987672,0.0983303,1.0,1.0,0.3489
21,0.020937415,0.081555374,1.0,1.0,0.5332
22,0.012835136,0.06667446,0.9997642621404997,1.0,8.2603
23,0.020587673,0.12926488,0.9992869027810791,1.0,0.3432
24,0.020453008,0.13022341,0.9995240361732508,1.0,0.3726
25,0.021593252,0.13193992,0.9990507831039392,1.0,0.3661
26,0.042272385,0.18978424,0.9983349191246432,1.0,0.3724
27,0.08243866,0.31892446,1.0,1.0,7.9969
28,0.07264271,0.2858686,1.0,1.0,0.3555
29,0.065069444,0.25601456,1.0,1.0,0.4612
2,0.07753122,0.3067085,1.0,1.0,0.4895
30,0.06813548,0.27056617,1.0,1.0,0.4166
31,0.06316801,0.25243053,1.0,1.0,0.4549
32,0.100566566,0.39619327,1.0,1.0,7.8767
33,0.08758411,0.35204592,0.9966240655895828,1.0,0.4937
34,0.09055267,0.35862213,0.9968966340415374,1.0,0.3583
35,0.0820295,0.32986352,0.9966595084705321,1.0,0.3607
36,0.081727475,0.32434645,0.9961713328547499,1.0,0.4221
37,0.06212308,0.24707851,1.0,1.0,8.2597
38,0.055311326,0.22379425,1.0,1.0,0.9822
3,0.07824922,0.30568743,1.0,1.0,0.3884
4,0.087945074,0.32939658,1.0,1.0,0.4793
5,0.10810582,0.39461964,1.0,1.0,0.3461
6,0.11646853,0.4240212,1.0,1.0,0.3321
7,0.044998955,0.17428413,1.0,1.0,7.6058
8,0.07004868,0.24781105,1.0,1.0,0.4207
9,0.07819802,0.2732313,1.0,1.0,0.3385
