Image_ID,ARE,RMSE,delta<1.25,delta<1.25^2,Inference_Time(s)
10,0.24015327,0.9447053,0.5720504009163803,0.8769759450171821,11.1552
11,0.24889322,0.938435,0.32700228832951944,0.8837528604118993,9.9122
12,0.24580145,0.9272631,0.422283356258597,0.8904172397982577,10.5015
13,0.24696559,0.9228166,0.25279488934519734,0.9240246406570842,11.8587
14,0.24059524,0.9118827,0.3912745545911375,0.9355870260392873,16.1563
15,0.25356215,0.96846586,0.2661198450672135,0.8810663021189337,13.4487
16,0.24664633,0.90370643,0.18821379625399726,0.9412973960712654,13.4233
17,0.24631897,0.90118647,0.19017142857142857,0.9476571428571429,12.7943
18,0.23555942,0.8753636,0.37788439570482063,0.9531642677633082,12.938
19,0.20207305,0.70134175,0.5717217787913341,0.9968072976054732,12.9435
1,0.23780619,0.9376659,0.4815819209039548,0.8915254237288136,12.9274
20,0.21420078,0.7350512,0.4369153547798312,0.9965776865160849,12.7538
21,0.22021063,0.752505,0.30038627584639854,0.9970461258804817,13.2962
22,0.22449705,0.77651906,0.2609783845278726,0.99613196814562,12.9343
23,0.22858876,0.8437516,0.364945155393053,0.9865173674588665,13.1871
24,0.22685628,0.8613159,0.4995431703974417,0.9783005938784833,13.2193
25,0.2512077,0.94248873,0.21426938028813172,0.8916075920420764,12.8077
26,0.24397102,0.8667222,0.02216636197440585,0.9497257769652651,14.0888
27,0.25746235,0.95440465,0.0736,0.8761142857142857,15.5183
28,0.23433737,0.9355675,0.606463442585377,0.8700435480174192,15.9372
29,0.23114234,0.9446008,0.6172303473491774,0.8752285191956124,15.6915
2,0.2250398,0.88297254,0.5623998168078772,0.9466452942523471,14.2297
30,0.24146335,0.9174192,0.38966384632975076,0.9069288817745255,15.8151
31,0.21793084,0.8750923,0.6135189759712554,0.989894453177633,15.4675
32,0.22485094,0.9129064,0.6166361136571953,0.9596700274977086,15.2764
33,0.20992912,0.9019054,0.6193636987869078,0.9903868162050813,15.1741
34,0.19927208,0.8349067,0.618427069044353,0.9995427526291724,12.8194
35,0.19732465,0.75568163,0.6188073394495412,0.9990825688073395,10.5775
36,0.2486744,0.71209407,0.3471837488457987,0.9951523545706371,14.476
37,0.23858105,0.6813351,0.35120274914089344,0.995418098510882,13.9528
38,0.24798723,0.71815705,0.3407833591502545,0.9838459836246958,15.4576
39,0.25452387,0.7355181,0.30910683012259194,0.9846760070052539,14.9947
3,0.22991668,0.8730684,0.443731377492551,0.968599587439835,14.5283
40,0.27562815,0.7830574,0.329010989010989,0.8415384615384616,14.028
41,0.28537524,0.81421256,0.2895515592988846,0.8071932620077396,14.33
42,0.2827581,0.79652894,0.3153070577451879,0.7818515123739689,15.0096
43,0.28633106,0.7987058,0.31252857796067673,0.7656607224508459,15.9077
44,0.27884656,0.77572596,0.31811926605504587,0.7993119266055045,14.8537
4,0.23723032,0.94768155,0.479483633010604,0.8861226371599815,14.3196
5,0.24322324,0.86644155,0.09140893470790377,0.9812142038946162,14.5961
6,0.24168001,0.9359592,0.4769442532690984,0.8864418444597385,15.2225
7,0.22764927,0.9468456,0.6274285714285714,0.8756571428571429,15.142
8,0.2376202,0.9239627,0.5666513971598718,0.8907466788822721,13.9353
9,0.25278673,1.0157585,0.531350114416476,0.8592677345537757,13.8065
