Image_ID,ARE,RMSE,delta<1.25,delta<1.25^2,Inference_Time(s)
10,0.13740666,0.32428446,0.8035882908404155,0.98890462700661,8.2754
11,0.14438781,0.33359197,0.780348199379919,0.9921297400429286,8.3217
12,0.13653645,0.32003096,0.8045757864632984,0.9914204003813155,8.8554
13,0.13452375,0.31103086,0.8359990451181666,0.9930771067080448,8.7967
14,0.1312671,0.3076324,0.8440410795318845,0.9911631239550991,10.0141
15,0.12913167,0.31637448,0.812559694364852,0.9906876790830945,13.0081
16,0.1324864,0.31486392,0.8286261369076113,0.9937769267592149,12.7401
17,0.13258003,0.3200726,0.8167664670658683,0.9995209580838323,12.5808
18,0.13266541,0.33609954,0.7901913875598087,0.9906698564593301,12.5198
19,0.12725937,0.3279208,0.791030534351145,0.9904580152671756,12.3424
1,0.1309111,0.34508076,0.7763219466541881,0.9892372484791764,13.0257
20,0.13025682,0.3340755,0.7870458891013384,0.989961759082218,12.5828
21,0.11022643,0.28395274,0.9204027811076481,1.0,12.5992
22,0.12652718,0.33403412,0.7962073931829092,0.9983197311569851,12.1823
23,0.13281627,0.34375027,0.7742631200575126,0.9904145698538221,11.0763
24,0.11952455,0.29051387,0.8933014354066986,0.9933014354066986,11.5133
25,0.12572996,0.30217052,0.8594646271510517,0.9897227533460803,12.9747
26,0.13466904,0.3215432,0.8175724203974144,0.9923389992817812,12.2528
27,0.13288487,0.31416985,0.8326569587013607,0.9904511816662688,12.4201
28,0.13067947,0.29723147,0.8497372193024367,1.0,12.729
29,0.14962837,0.32684323,0.7618367832500594,0.9909588389245777,12.4149
2,0.120619036,0.30352366,0.8680422264875239,0.9896833013435701,11.9815
30,0.14095041,0.31305563,0.8348820586132952,0.9895163211817966,12.3083
31,0.1423983,0.31416762,0.8284558648584345,0.9950035688793719,12.178
32,0.1242863,0.27760002,0.8837485172004745,0.9945432977461447,13.0261
33,0.13813537,0.28898737,0.8774881516587678,0.997867298578199,12.6932
34,0.15327896,0.32481474,0.7715098364541361,0.995259540175397,12.6576
35,0.15777902,0.32672766,0.7094945677846008,0.995276334435522,12.7485
36,0.14639063,0.30657065,0.8165159447881961,0.990242741551642,11.777
37,0.14552252,0.3036121,0.818698224852071,0.9881656804733728,12.4517
38,0.1475182,0.30724514,0.7915386433467265,0.9874734105412432,12.1012
39,0.153889,0.32250246,0.7663197729422895,0.9869914853358562,11.5304
3,0.120480634,0.30169895,0.8890223396588999,0.9896709104011531,12.7963
40,0.17158407,0.35226163,0.6638418079096046,0.9974105461393596,12.6177
41,0.15684974,0.32346207,0.7186688694831248,0.9976398395090866,12.9362
42,0.17557055,0.3596821,0.6545069428100729,0.995999058602024,13.7294
43,0.15966852,0.3271353,0.7302183611176333,0.9845034045550599,13.4683
44,0.16149215,0.33057272,0.7095103578154426,0.9854048964218456,13.0903
