image_index,inference_start,inference_end,inference_duration_sec
1,2026-02-03T13:10:49.839382,2026-02-03T13:10:50.214227,0.374845
2,2026-02-03T13:10:56.817813,2026-02-03T13:10:57.200954,0.383141
3,2026-02-03T13:10:57.331245,2026-02-03T13:10:57.792817,0.461572
4,2026-02-03T13:10:57.940985,2026-02-03T13:10:58.266981,0.325996
5,2026-02-03T13:10:58.494680,2026-02-03T13:10:58.841875,0.347195
6,2026-02-03T13:10:58.984167,2026-02-03T13:10:59.384849,0.400682
7,2026-02-03T13:10:59.497174,2026-02-03T13:10:59.823006,0.325832
8,2026-02-03T13:10:59.937436,2026-02-03T13:11:00.261912,0.324476
9,2026-02-03T13:11:06.557350,2026-02-03T13:11:06.876513,0.319163
10,2026-02-03T13:11:07.020759,2026-02-03T13:11:07.387880,0.367121
11,2026-02-03T13:11:07.507148,2026-02-03T13:11:07.886693,0.379545
12,2026-02-03T13:11:08.003969,2026-02-03T13:11:08.350297,0.346328
13,2026-02-03T13:11:08.565946,2026-02-03T13:11:08.904560,0.338614
14,2026-02-03T13:11:09.044488,2026-02-03T13:11:09.487305,0.442817
15,2026-02-03T13:11:09.635168,2026-02-03T13:11:10.030901,0.395733
16,2026-02-03T13:11:10.144942,2026-02-03T13:11:10.577806,0.432864
17,2026-02-03T13:11:17.489205,2026-02-03T13:11:17.817136,0.327931
18,2026-02-03T13:11:17.945782,2026-02-03T13:11:18.281510,0.335728
19,2026-02-03T13:11:18.412568,2026-02-03T13:11:18.862633,0.450065
20,2026-02-03T13:11:18.979968,2026-02-03T13:11:19.333578,0.35361
21,2026-02-03T13:11:19.538700,2026-02-03T13:11:19.878505,0.339805
22,2026-02-03T13:11:20.015953,2026-02-03T13:11:20.368694,0.352741
23,2026-02-03T13:11:20.484138,2026-02-03T13:11:20.837554,0.353416
24,2026-02-03T13:11:26.996940,2026-02-03T13:11:27.324781,0.327841
25,2026-02-03T13:11:27.452734,2026-02-03T13:11:27.791056,0.338322
26,2026-02-03T13:11:27.934144,2026-02-03T13:11:28.281370,0.347226
27,2026-02-03T13:11:28.417513,2026-02-03T13:11:28.802034,0.384521
28,2026-02-03T13:11:29.009291,2026-02-03T13:11:29.347470,0.338179
29,2026-02-03T13:11:29.495411,2026-02-03T13:11:30.010263,0.514852
30,2026-02-03T13:11:30.179802,2026-02-03T13:11:30.700193,0.520391
31,2026-02-03T13:11:30.828872,2026-02-03T13:11:31.219726,0.390854
32,2026-02-03T13:11:36.992140,2026-02-03T13:11:37.365035,0.372895
33,2026-02-03T13:11:37.480774,2026-02-03T13:11:37.957107,0.476333
34,2026-02-03T13:11:38.077000,2026-02-03T13:11:38.456980,0.37998
35,2026-02-03T13:11:38.577949,2026-02-03T13:11:38.947695,0.369746
36,2026-02-03T13:11:39.081948,2026-02-03T13:11:39.564100,0.482152
37,2026-02-03T13:11:39.774839,2026-02-03T13:11:40.122995,0.348156
38,2026-02-03T13:11:40.248559,2026-02-03T13:11:40.601339,0.35278
39,2026-02-03T13:11:40.715406,2026-02-03T13:11:41.213738,0.498332
40,2026-02-03T13:11:41.352564,2026-02-03T13:11:41.834840,0.482276
41,2026-02-03T13:11:47.775141,2026-02-03T13:11:48.245224,0.470083
42,2026-02-03T13:11:48.406457,2026-02-03T13:11:48.752663,0.346206
43,2026-02-03T13:11:48.886214,2026-02-03T13:11:49.237525,0.351311
44,2026-02-03T13:11:49.508050,2026-02-03T13:11:49.920850,0.4128
45,2026-02-03T13:11:50.070238,2026-02-03T13:11:50.437318,0.36708
46,2026-02-03T13:11:50.578451,2026-02-03T13:11:50.927040,0.348589
47,2026-02-03T13:11:51.066495,2026-02-03T13:11:51.425388,0.358893
48,2026-02-03T13:11:51.552345,2026-02-03T13:11:52.052163,0.499818
49,2026-02-03T13:11:57.788955,2026-02-03T13:11:58.266509,0.477554
50,2026-02-03T13:11:58.378067,2026-02-03T13:11:58.875074,0.497007
51,2026-02-03T13:11:59.107506,2026-02-03T13:11:59.466404,0.358898
52,2026-02-03T13:11:59.622233,2026-02-03T13:12:00.001067,0.378834
53,2026-02-03T13:12:00.142082,2026-02-03T13:12:00.612235,0.470153
54,2026-02-03T13:12:00.770576,2026-02-03T13:12:01.166173,0.395597
55,2026-02-03T13:12:01.346066,2026-02-03T13:12:01.710858,0.364792
56,2026-02-03T13:12:01.858762,2026-02-03T13:12:02.244668,0.385906
57,2026-02-03T13:12:08.059117,2026-02-03T13:12:08.502142,0.443025
58,2026-02-03T13:12:08.768658,2026-02-03T13:12:09.256507,0.487849
59,2026-02-03T13:12:09.397708,2026-02-03T13:12:09.934256,0.536548
60,2026-02-03T13:12:10.653076,2026-02-03T13:12:11.211664,0.558588
