0.44012022,1.2199754,0,0.00817380081738,8.8354,,,0.424,1.1702,0,0.009,10.3968
0.4382714,1.2175391,0,0.008843537414966,8.693,,,,,,,
0.43266684,1.1892413,0,0.004312301407172,8.2839,,,,,,,
0.42451146,1.1668272,0,0.00635497049478,10.4746,,,,,,,
0.4280423,1.1760886,0,0.006133575647433,9.1051,,,,,,,
0.42598602,1.1733795,0,0.007486388384755,10.0628,,,,,,,
0.42359802,1.1680588,0,0.008787742226228,9.0429,,,,,,,
0.43170834,1.1905824,0,0.006053811659193,9.0091,,,,,,,
0.42764482,1.1764766,0,0.007259528130672,11.5433,,,,,,,
0.42176014,1.1601466,0,0.007716749886518,10.0046,,,,,,,
0.4185017,1.1526027,0,0.009309718437784,9.7367,,,,,,,
0.40928772,1.1286304,0,0.010904134484325,10.0885,,,,,,,
0.43252757,1.2070342,0,0.010208711433757,9.6858,,,,,,,
0.42248183,1.1789104,0,0.012048192771084,10.251,,,,,,,
0.42447168,1.17953,0,0.010238907849829,10.8679,,,,,,,
0.4478629,1.2411277,0,0.006581933726736,10.921,,,,,,,
0.4200775,1.1602699,0,0.011810129457188,9.8631,,,,,,,
0.4229717,1.1672806,0,0.00772025431426,10.8929,,,,,,,
0.38994867,1.0635904,0,0.02019056261343,11.0601,,,,,,,
0.39739996,1.0837948,0,0.015542857142857,10.7586,,,,,,,
0.39741692,1.0841088,0,0.015213442325159,10.5269,,,,,,,
0.41853452,1.1449276,0,0.006802721088435,11.5942,,,,,,,
0.42121178,1.1535001,0,0.006126616746086,11.1805,,,,,,,
0.43134347,1.1828786,0,0.004993191103041,11.2544,,,,,,,
0.41092408,1.1327828,0,0.010213345438039,11.4014,,,,,,,
0.41433948,1.1419742,0,0.010215664018161,10.7087,,,,,,,
0.42142844,1.1627871,0,0.00794732061762,11.2355,,,,,,,
0.42018065,1.1612464,0,0.00953245574217,11.4851,,,,,,,
0.42345414,1.1708766,0,0.008847549909256,11.6187,,,,,,,
0.4449089,1.2416825,0,0.007445848375451,11.1682,,,,,,,
0.43847203,1.2240068,0,0.007709251101322,11.2751,,,,,,,
0.4473188,1.2448529,0,0.005930155941138,10.0675,,,,,,,
