Image_ID,ARE,RMSE,delta<1.25,delta<1.25^2,Inference_Time(s)
10,0.09270844,0.27800617,0.9365406643757159,1.0,0.327
11,0.09258503,0.2787239,0.934324942791762,1.0,0.3172
12,0.17599222,1.2091409,0.6290692342961944,0.6290692342961944,6.9468
13,0.17997697,1.2256235,0.6276522929500342,0.6276522929500342,0.3184
14,0.18042058,1.2268832,0.6269986295111923,0.6269986295111923,0.3284
15,0.18082419,1.2305038,0.6263385737069948,0.6263385737069948,0.395
16,0.17943966,1.2172501,0.6285975331201462,0.6285975331201462,0.4619
17,0.18024589,1.220823,0.6274285714285714,0.6274285714285714,0.517
18,0.16426094,1.0924689,0.6289696138907928,0.6289696138907928,7.5088
19,0.1728963,1.1316451,0.6275940706955531,0.6469783352337515,0.3971
1,0.21315037,1.4027387,0.6289265536723164,0.6289265536723164,7.919
20,0.17245527,1.1304029,0.6281086014145563,0.6586812685375314,0.4473
21,0.17248859,1.1215498,0.6241763235628266,0.6655305612360827,0.3463
22,0.17576171,1.1172751,0.625028441410694,0.6664391353811149,0.3424
23,0.16714859,1.1119303,0.6261425959780622,0.628199268738574,0.3805
24,0.19796874,1.3231863,0.6249428962996803,0.6249428962996803,7.1713
25,0.19356947,1.3029555,0.6286302309627259,0.6286302309627259,0.4725
26,0.19479263,1.3100532,0.6263711151736746,0.6263711151736746,0.3306
27,0.19374631,1.3009349,0.6267428571428572,0.6267428571428572,0.4621
28,0.1928784,1.3022662,0.6266330506532203,0.6266330506532203,0.4283
29,0.19827358,1.3184929,0.6229433272394881,0.6229433272394881,0.3356
2,0.21303597,1.3983008,0.628806961300664,0.628806961300664,0.3227
30,0.07479247,0.27067253,0.9958838326091928,1.0,8.1123
31,0.087267525,0.31059462,0.9759712553334831,1.0,0.3312
32,0.07950942,0.31700328,0.9974793767186068,0.9993125572868927,0.3316
33,0.075334765,0.3294659,0.9974822613870451,0.9995422293430991,0.338
34,0.07375035,0.32256058,0.9983996342021033,0.9995427526291724,0.4071
35,0.08824478,0.2841015,0.9,0.9990825688073395,7.0121
36,0.096749134,0.38520646,0.935595567867036,0.9776084949215144,0.3359
37,0.114971675,0.42838672,0.9079037800687285,0.9780068728522336,0.3413
38,0.11481524,0.4285366,0.902190750165966,0.990263332595707,0.3453
39,0.10637341,0.41318563,0.9200963222416813,0.9949649737302977,0.4043
3,0.21301398,1.3991245,0.6289250515700207,0.6289250515700207,0.3297
40,0.1419212,0.5544412,0.8274725274725274,0.9547252747252747,0.3406
41,0.14617641,0.57060647,0.8153881174595948,0.953790120646483,0.4558
42,0.20002468,0.7465417,0.7222731439046746,0.9397341888175985,7.0409
43,0.22620234,0.798096,0.651806127114769,0.9320987654320988,0.4228
44,0.2182815,0.7812991,0.6674311926605505,0.9321100917431193,1.0473
4,0.2134354,1.4057286,0.6277086214845551,0.6277086214845551,0.4201
5,0.21166272,1.396172,0.6286368843069874,0.6286368843069874,0.3673
6,0.049731426,0.1641309,0.9995411791695343,0.9997705895847672,7.8752
7,0.07307981,0.23767224,0.9739428571428571,1.0,0.3429
8,0.08790878,0.26825756,0.9562528630325241,1.0,0.3161
9,0.07942515,0.24624908,0.9697940503432494,1.0,0.3182
