img_idx,a,b,equation,infer_time
1,5.981963049705859,0.7384445607362995,y = 5.9820 * x + 0.7384,8.4224
2,5.981963049705859,0.7384445607362995,y = 5.9820 * x + 0.7384,0.4682
3,5.981963049705859,0.7384445607362995,y = 5.9820 * x + 0.7384,0.3334
4,5.981963049705859,0.7384445607362995,y = 5.9820 * x + 0.7384,0.429
5,6.3494592189257935,0.5254771982400106,y = 6.3495 * x + 0.5255,7.3711
6,6.3494592189257935,0.5254771982400106,y = 6.3495 * x + 0.5255,0.4292
7,6.3494592189257935,0.5254771982400106,y = 6.3495 * x + 0.5255,0.3189
8,6.3494592189257935,0.5254771982400106,y = 6.3495 * x + 0.5255,0.3207
9,6.3494592189257935,0.5254771982400106,y = 6.3495 * x + 0.5255,0.3676
10,6.3494592189257935,0.5254771982400106,y = 6.3495 * x + 0.5255,0.323
11,5.1855019461253296,0.7465452469252565,y = 5.1855 * x + 0.7465,7.5252
12,5.1855019461253296,0.7465452469252565,y = 5.1855 * x + 0.7465,0.3799
13,5.1855019461253296,0.7465452469252565,y = 5.1855 * x + 0.7465,0.382
14,5.1855019461253296,0.7465452469252565,y = 5.1855 * x + 0.7465,0.3242
15,5.1855019461253296,0.7465452469252565,y = 5.1855 * x + 0.7465,0.3312
16,5.1855019461253296,0.7465452469252565,y = 5.1855 * x + 0.7465,0.4537
17,4.975284293445574,1.067935463433317,y = 4.9753 * x + 1.0679,7.1357
18,4.975284293445574,1.067935463433317,y = 4.9753 * x + 1.0679,0.3303
19,4.975284293445574,1.067935463433317,y = 4.9753 * x + 1.0679,0.3367
20,4.975284293445574,1.067935463433317,y = 4.9753 * x + 1.0679,0.4549
21,4.975284293445574,1.067935463433317,y = 4.9753 * x + 1.0679,0.3319
22,4.975284293445574,1.067935463433317,y = 4.9753 * x + 1.0679,0.4012
23,4.975284293445574,1.067935463433317,y = 4.9753 * x + 1.0679,0.3333
24,6.159873282751104,0.5249744207640443,y = 6.1599 * x + 0.5250,7.0615
25,6.159873282751104,0.5249744207640443,y = 6.1599 * x + 0.5250,0.4166
26,6.159873282751104,0.5249744207640443,y = 6.1599 * x + 0.5250,0.4306
27,6.159873282751104,0.5249744207640443,y = 6.1599 * x + 0.5250,0.3465
28,6.159873282751104,0.5249744207640443,y = 6.1599 * x + 0.5250,0.3454
29,6.159873282751104,0.5249744207640443,y = 6.1599 * x + 0.5250,0.3567
30,6.159873282751104,0.5249744207640443,y = 6.1599 * x + 0.5250,0.3469
31,4.806088880225235,1.5758648711870742,y = 4.8061 * x + 1.5759,7.4702
32,4.806088880225235,1.5758648711870742,y = 4.8061 * x + 1.5759,0.4239
33,4.806088880225235,1.5758648711870742,y = 4.8061 * x + 1.5759,0.3463
34,4.806088880225235,1.5758648711870742,y = 4.8061 * x + 1.5759,0.3636
35,4.806088880225235,1.5758648711870742,y = 4.8061 * x + 1.5759,0.3673
36,4.806088880225235,1.5758648711870742,y = 4.8061 * x + 1.5759,0.4068
37,6.404895409712696,0.6113132243305905,y = 6.4049 * x + 0.6113,7.1882
38,6.404895409712696,0.6113132243305905,y = 6.4049 * x + 0.6113,0.5188
39,6.404895409712696,0.6113132243305905,y = 6.4049 * x + 0.6113,0.3857
40,6.404895409712696,0.6113132243305905,y = 6.4049 * x + 0.6113,0.3647
41,6.404895409712696,0.6113132243305905,y = 6.4049 * x + 0.6113,0.4167
42,6.404895409712696,0.6113132243305905,y = 6.4049 * x + 0.6113,0.3795
43,6.112574069615019,0.5374535011701651,y = 6.1126 * x + 0.5375,8.159
44,6.112574069615019,0.5374535011701651,y = 6.1126 * x + 0.5375,0.3717
45,6.112574069615019,0.5374535011701651,y = 6.1126 * x + 0.5375,0.3585
46,6.112574069615019,0.5374535011701651,y = 6.1126 * x + 0.5375,0.5341
47,5.978090916674425,0.8021655924455358,y = 5.9781 * x + 0.8022,7.0714
48,5.978090916674425,0.8021655924455358,y = 5.9781 * x + 0.8022,0.4229
49,5.978090916674425,0.8021655924455358,y = 5.9781 * x + 0.8022,0.4325
50,5.978090916674425,0.8021655924455358,y = 5.9781 * x + 0.8022,0.432
51,5.978090916674425,0.8021655924455358,y = 5.9781 * x + 0.8022,0.3829
52,5.978090916674425,0.8021655924455358,y = 5.9781 * x + 0.8022,0.374
53,5.581743708754427,0.9632906107923747,y = 5.5817 * x + 0.9633,7.1674
54,5.581743708754427,0.9632906107923747,y = 5.5817 * x + 0.9633,0.3718
55,5.581743708754427,0.9632906107923747,y = 5.5817 * x + 0.9633,0.3538
56,5.581743708754427,0.9632906107923747,y = 5.5817 * x + 0.9633,0.3783
57,5.581743708754427,0.9632906107923747,y = 5.5817 * x + 0.9633,1.1296
