image_index,inference_start,inference_end,inference_duration_sec
1,2026-02-03T12:37:54.359250,2026-02-03T12:37:54.729335,0.370085
2,2026-02-03T12:38:02.930066,2026-02-03T12:38:03.391131,0.461065
3,2026-02-03T12:38:03.530053,2026-02-03T12:38:03.851906,0.321853
4,2026-02-03T12:38:04.158706,2026-02-03T12:38:04.579423,0.420717
5,2026-02-03T12:38:04.743498,2026-02-03T12:38:05.063942,0.320444
6,2026-02-03T12:38:12.298844,2026-02-03T12:38:12.720518,0.421674
7,2026-02-03T12:38:12.876873,2026-02-03T12:38:13.186861,0.309988
8,2026-02-03T12:38:13.392117,2026-02-03T12:38:13.705889,0.313772
9,2026-02-03T12:38:13.829535,2026-02-03T12:38:14.185070,0.355535
10,2026-02-03T12:38:14.423079,2026-02-03T12:38:14.738845,0.315766
11,2026-02-03T12:38:14.876385,2026-02-03T12:38:15.211974,0.335589
12,2026-02-03T12:38:22.573502,2026-02-03T12:38:22.944037,0.370535
13,2026-02-03T12:38:23.071569,2026-02-03T12:38:23.446579,0.37501
14,2026-02-03T12:38:23.578866,2026-02-03T12:38:23.895431,0.316565
15,2026-02-03T12:38:24.039612,2026-02-03T12:38:24.361917,0.322305
16,2026-02-03T12:38:24.629230,2026-02-03T12:38:25.075024,0.445794
17,2026-02-03T12:38:25.219863,2026-02-03T12:38:25.613469,0.393606
18,2026-02-03T12:38:32.507501,2026-02-03T12:38:32.830398,0.322897
19,2026-02-03T12:38:32.997666,2026-02-03T12:38:33.327119,0.329453
20,2026-02-03T12:38:33.482568,2026-02-03T12:38:33.929768,0.4472
21,2026-02-03T12:38:34.099794,2026-02-03T12:38:34.424435,0.324641
22,2026-02-03T12:38:34.645047,2026-02-03T12:38:35.038560,0.393513
23,2026-02-03T12:38:35.184699,2026-02-03T12:38:35.510895,0.326196
24,2026-02-03T12:38:35.649377,2026-02-03T12:38:35.974482,0.325105
25,2026-02-03T12:38:42.852905,2026-02-03T12:38:43.262296,0.409391
26,2026-02-03T12:38:43.411424,2026-02-03T12:38:43.835260,0.423836
27,2026-02-03T12:38:44.051289,2026-02-03T12:38:44.390849,0.33956
28,2026-02-03T12:38:44.527939,2026-02-03T12:38:44.866221,0.338282
29,2026-02-03T12:38:44.997650,2026-02-03T12:38:45.346521,0.348871
30,2026-02-03T12:38:45.498428,2026-02-03T12:38:45.838625,0.340197
31,2026-02-03T12:38:45.964458,2026-02-03T12:38:46.392036,0.427578
32,2026-02-03T12:38:53.584115,2026-02-03T12:38:54.000037,0.415922
33,2026-02-03T12:38:54.235733,2026-02-03T12:38:54.574150,0.338417
34,2026-02-03T12:38:54.712080,2026-02-03T12:38:55.067710,0.35563
35,2026-02-03T12:38:55.215791,2026-02-03T12:38:55.574474,0.358683
36,2026-02-03T12:38:55.717154,2026-02-03T12:38:56.115273,0.398119
37,2026-02-03T12:38:56.315368,2026-02-03T12:38:56.675230,0.359862
38,2026-02-03T12:39:03.682950,2026-02-03T12:39:04.193927,0.510977
39,2026-02-03T12:39:04.472536,2026-02-03T12:39:04.849257,0.376721
40,2026-02-03T12:39:05.004815,2026-02-03T12:39:05.362547,0.357732
41,2026-02-03T12:39:05.487485,2026-02-03T12:39:05.896910,0.409425
42,2026-02-03T12:39:06.017978,2026-02-03T12:39:06.389774,0.371796
43,2026-02-03T12:39:06.519868,2026-02-03T12:39:06.874595,0.354727
44,2026-02-03T12:39:14.848002,2026-02-03T12:39:15.212543,0.364541
45,2026-02-03T12:39:15.362670,2026-02-03T12:39:15.714301,0.351631
46,2026-02-03T12:39:15.952180,2026-02-03T12:39:16.478542,0.526362
47,2026-02-03T12:39:16.642323,2026-02-03T12:39:16.987483,0.34516
48,2026-02-03T12:39:23.841350,2026-02-03T12:39:24.257054,0.415704
49,2026-02-03T12:39:24.399360,2026-02-03T12:39:24.824156,0.424796
50,2026-02-03T12:39:24.972025,2026-02-03T12:39:25.392022,0.419997
51,2026-02-03T12:39:25.663467,2026-02-03T12:39:26.039454,0.375987
52,2026-02-03T12:39:26.185439,2026-02-03T12:39:26.551503,0.366064
53,2026-02-03T12:39:26.697677,2026-02-03T12:39:27.040627,0.34295
54,2026-02-03T12:39:34.033972,2026-02-03T12:39:34.398464,0.364492
55,2026-02-03T12:39:34.545395,2026-02-03T12:39:34.890947,0.345552
56,2026-02-03T12:39:35.038293,2026-02-03T12:39:35.409773,0.37148
57,2026-02-03T12:39:35.627733,2026-02-03T12:39:36.750189,1.122456
