Image_ID,ARE,RMSE,delta<1.25,delta<1.25^2,Inference_Time(s)
10,0.0819,0.4899,0.8785,0.9877,1.0524
11,0.08,0.4528,0.8869,0.989,0.9817
12,0.0759,0.4126,0.901,0.9876,1.0182
13,0.0692,0.3893,0.8938,0.9915,1.0047
14,0.0713,0.3894,0.8936,0.9932,1.0067
15,0.0886,0.4223,0.8576,0.9928,1.0258
16,0.078,0.4007,0.8812,0.9938,1.0659
17,0.0697,0.405,0.9067,0.9923,1.0905
18,0.0654,0.3975,0.9259,0.9888,1.0674
19,0.0715,0.4322,0.9065,0.9895,1.0827
1,0.0771,0.4315,0.9051,0.9769,1.0942
20,0.0734,0.4354,0.9067,0.9893,1.1571
21,0.0654,0.4067,0.928,0.9897,1.1485
22,0.0791,0.4809,0.9238,0.983,1.0981
23,0.0888,0.495,0.9179,0.9835,1.1162
24,0.0758,0.4725,0.9212,0.9821,1.1387
25,0.0709,0.4606,0.9426,0.9829,1.1355
26,0.0787,0.5185,0.9228,0.9776,1.1487
27,0.0645,0.4621,0.9597,0.9815,1.108
28,0.0663,0.4787,0.9608,0.9816,1.1682
29,0.0598,0.4519,0.9672,0.9832,1.1715
2,0.0673,0.4098,0.9195,0.9902,1.1395
30,0.0609,0.4495,0.9565,0.9879,1.1716
31,0.0621,0.4868,0.9555,0.979,1.1756
32,0.066,0.4897,0.9554,0.983,1.2177
33,0.0647,0.4789,0.9592,0.9825,1.3026
34,0.0553,0.4189,0.9664,0.9864,2.0077
35,0.0631,0.4507,0.9658,0.9842,1.4756
36,0.0626,0.4646,0.9645,0.9835,1.7265
37,0.0598,0.4548,0.9672,0.985,1.1987
38,0.0545,0.4352,0.9676,0.9847,1.2236
39,0.0548,0.4159,0.9675,0.986,1.3659
3,0.078,0.4531,0.9027,0.9749,1.5772
40,0.0571,0.4378,0.9677,0.9888,1.8776
41,0.0467,0.3649,0.9712,0.9913,2.061
42,0.061,0.4367,0.9664,0.9851,1.4791
43,0.063,0.4585,0.9656,0.9864,1.2376
44,0.0734,0.4805,0.9629,0.9873,1.2497
45,0.0692,0.4698,0.9658,0.986,1.2267
46,0.0733,0.4753,0.9666,0.9876,1.4195
47,0.072,0.4759,0.9672,0.9871,1.2527
48,0.0732,0.4742,0.9645,0.9862,1.2797
49,0.0683,0.4538,0.9687,0.9892,1.1796
4,0.0719,0.4232,0.9167,0.9877,1.182
50,0.0653,0.4398,0.9623,0.9878,1.3021
51,0.0589,0.4196,0.9689,0.9889,1.2789
52,0.0696,0.4383,0.9451,0.9894,1.4809
53,0.0709,0.4406,0.9263,0.9843,1.2545
54,0.0745,0.4518,0.9251,0.9871,1.461
55,0.0677,0.432,0.9314,0.9871,1.4407
56,0.0757,0.4533,0.9169,0.9867,1.2815
57,0.0582,0.3694,0.9345,0.9927,1.2947
58,0.0687,0.4135,0.9302,0.9881,1.4965
59,0.0731,0.3881,0.9244,0.9851,1.6804
5,0.0634,0.3475,0.9163,0.9776,1.2627
60,0.0664,0.3705,0.9294,0.9932,1.2004
61,0.0766,0.4378,0.9062,0.98,1.2339
62,0.0833,0.4766,0.8921,0.9668,1.268
63,0.0745,0.431,0.9039,0.9886,1.199
64,0.0751,0.4552,0.9114,0.9868,1.2222
65,0.0633,0.407,0.9068,0.9877,1.2522
66,0.0782,0.4426,0.8745,0.9809,1.2282
67,0.0741,0.4042,0.877,0.9813,1.2854
68,0.0843,0.4459,0.8571,0.9806,1.2364
69,0.0771,0.3821,0.8717,0.9841,1.2097
6,0.062,0.4018,0.928,0.9899,1.2179
70,0.0923,0.4366,0.851,0.9716,1.2444
71,0.0822,0.4594,0.8636,0.9638,1.275
72,0.0777,0.4268,0.8674,0.9755,1.2508
73,0.0787,0.4274,0.8999,0.9845,1.2475
74,0.0842,0.4694,0.8855,0.967,1.2538
75,0.0883,0.4734,0.8654,0.9725,1.1903
76,0.08,0.4496,0.8856,0.9706,1.2407
77,0.088,0.4847,0.8705,0.9663,1.3255
7,0.0663,0.3829,0.9177,0.9945,1.2575
8,0.0739,0.4355,0.9057,0.9897,1.2664
9,0.067,0.4116,0.9181,0.9888,1.2301
