0.0317,0.1344,1,1,1.2295,,,0.0674,0.2539,0.9933,1,1.2089
0.027,0.1357,1,1,1.1658,,,,,,,
0.0354,0.1347,1,1,1.1145,,,,,,,
0.052,0.1779,1,1,1.1293,,,,,,,
0.0429,0.1499,1,1,1.1556,,,,,,,
0.0462,0.161,1,1,1.1353,,,,,,,
0.0345,0.1362,1,1,1.1938,,,,,,,
0.0549,0.1883,1,1,1.1544,,,,,,,
0.0409,0.1527,1,1,1.2627,,,,,,,
0.0375,0.1466,1,1,1.1857,,,,,,,
0.0529,0.2271,0.9955,1,1.172,,,,,,,
0.0564,0.2385,0.9917,1,1.1824,,,,,,,
0.0601,0.2314,0.9998,1,1.1913,,,,,,,
0.0807,0.2983,0.9795,1,1.1943,,,,,,,
0.0266,0.1388,1,1,1.2074,,,,,,,
0.0331,0.1608,1,1,1.2253,,,,,,,
0.0762,0.2885,0.9891,1,1.3694,,,,,,,
0.0352,0.1563,1,1,1.2034,,,,,,,
0.0532,0.2043,1,1,1.2168,,,,,,,
0.1538,0.5356,0.9877,1,1.273,,,,,,,
0.1506,0.5244,0.9862,1,1.2584,,,,,,,
0.1405,0.4918,0.999,1,1.2544,,,,,,,
0.1642,0.5752,0.9478,1,1.2795,,,,,,,
0.1246,0.4395,1,1,1.2669,,,,,,,
0.1163,0.4048,0.9649,1,1.2023,,,,,,,
0.0803,0.2937,0.9893,1,1.2122,,,,,,,
0.085,0.3103,0.9801,1,1.2105,,,,,,,
0.0562,0.2409,0.9893,1,1.2048,,,,,,,
0.0447,0.1935,1,1,1.2043,,,,,,,
0.0292,0.1469,0.9998,1,1.2113,,,,,,,
