Image_ID,ARE,RMSE,delta<1.25,delta<1.25^2,Inference_Time(s)
10,0.0317,0.1344,1.0,1.0,1.2295
11,0.027,0.1357,1.0,1.0,1.1658
12,0.0258,0.127,1.0,1.0,1.1893
13,0.0354,0.1347,1.0,1.0,1.1145
14,0.052,0.1779,1.0,1.0,1.1293
15,0.0429,0.1499,1.0,1.0,1.1556
16,0.0462,0.161,1.0,1.0,1.1353
17,0.0383,0.1387,1.0,1.0,1.1371
18,0.0345,0.1362,1.0,1.0,1.1938
19,0.0549,0.1883,1.0,1.0,1.1544
1,0.0853,0.3092,0.9909,1.0,1.1578
20,0.0409,0.1527,1.0,1.0,1.2627
21,0.0375,0.1466,1.0,1.0,1.1857
22,0.0386,0.1485,0.9998,1.0,1.1852
23,0.0529,0.2271,0.9955,1.0,1.172
24,0.0564,0.2385,0.9917,1.0,1.1824
25,0.0601,0.2314,0.9998,1.0,1.1913
26,0.0807,0.2983,0.9795,1.0,1.1943
27,0.0729,0.2779,0.9843,1.0,1.1911
28,0.0266,0.1388,1.0,1.0,1.2074
29,0.0331,0.1608,1.0,1.0,1.2253
2,0.0762,0.2885,0.9891,1.0,1.3694
30,0.0352,0.1563,1.0,1.0,1.2034
31,0.0532,0.2043,1.0,1.0,1.2168
32,0.0854,0.3004,1.0,1.0,1.3278
33,0.1538,0.5356,0.9877,1.0,1.273
34,0.1506,0.5244,0.9862,1.0,1.2584
35,0.1405,0.4918,0.999,1.0,1.2544
36,0.1642,0.5752,0.9478,1.0,1.2795
37,0.1305,0.4585,0.9998,1.0,1.2469
38,0.1246,0.4395,1.0,1.0,1.2669
3,0.1163,0.4048,0.9649,1.0,1.2023
4,0.0803,0.2937,0.9893,1.0,1.2122
5,0.085,0.3103,0.9801,1.0,1.2105
6,0.0562,0.2409,0.9893,1.0,1.2048
7,0.0803,0.2929,0.9861,1.0,1.2182
8,0.0447,0.1935,1.0,1.0,1.2043
9,0.0292,0.1469,0.9998,1.0,1.2113
