image_index,timestamp,target_u,target_v,target_tilt_rad,target_pan_rad,actual_tilt_rad,actual_pan_rad,point_index,lidar_distance,camera_depth,midas_rel_depth,real_u,real_v,uncertainty,sequence_duration_sec
1,2026-02-03T11:42:56.151873,452,24,1.31652285612391,1.3924840734806563,1.3176894967937658,1.389786593824391,0,2.88,2.66077796049758,0.3528958559036255,449.0971105569948,71.16877428647648,0.165926992893219,5.909662
1,2026-02-03T11:42:56.681072,261,24,1.2920512228066532,1.6827325373604165,1.2946797849754812,1.679708962734777,1,2.94,2.7656661061769667,0.4746869206428528,267.3694046290363,73.32195494712914,0.14859628677368164,5.909662
1,2026-02-03T11:42:57.178323,358,60,1.3542910647375204,1.5376567211604515,1.3529710549151355,1.538582730249298,2,2.85,2.712583546944228,0.524529218673706,357.0805888681256,104.63210970929697,0.11049896478652954,5.909662
1,2026-02-03T11:42:57.978148,32,452,1.8711457315566922,2.0427998736874136,1.8714565612204823,2.040194447887903,3,2.7,2.235956551954667,0.5441839098930359,47.30983732124317,475.25879531509787,0.09240877628326416,5.909662
1,2026-02-03T11:42:58.872766,604,24,1.3472910171619088,1.1835148676351075,1.3499030933393643,1.184233168247715,4,2.99,2.5935578612947294,0.5253350734710693,591.9555488770507,71.80718481351639,0.08985012769699097,5.909662
1,2026-02-03T11:42:59.544670,172,24,1.2882421594293458,1.8170304063823535,1.2885438618239387,1.8146992720687134,5,3.05,2.8143247007463112,0.5578819513320923,182.2590078988752,72.33709448636529,0.08620429039001465,5.909662
1,2026-02-03T11:43:00.232612,124,451,1.891570338219516,1.9223516940622287,1.892932292250881,1.9205439464328227,6,2.56,2.203292415746723,0.4509190320968628,134.68568459346713,474.9727099334458,0.08315673470497131,5.909662
1,2026-02-03T11:43:00.872570,604,443,1.915195999745563,1.2288200400524034,1.915942004069166,1.2302525918842842,7,2.38,1.968801186619205,0.19298702478408813,593.6137114192412,464.66120875094464,0.07769495248794556,5.909662
6,2026-02-03T11:43:05.993790,284,26,1.296731775467373,1.6476288451790337,1.2992817273391382,1.6459613854012929,0,2.95,2.783469816121945,0.4741756319999695,288.42864851495256,75.36967328858363,0.10334718227386475,5.132007
6,2026-02-03T11:43:06.504968,32,24,1.2913359294705014,2.0128360340511686,1.2916118233997098,2.0110488129180757,1,3.51,3.057595837960363,0.6216153502464294,49.53634040926044,74.51547066954264,0.09776058793067932,5.132007
6,2026-02-03T11:43:06.904347,148,28,1.2936515655842078,1.852565679234794,1.2916118233997098,1.8530487917658545,2,3.22,2.9519670220929424,0.5704283714294434,157.76541734944126,75.80841143495743,0.0870794951915741,5.132007
6,2026-02-03T11:43:07.432471,420,24,1.3110453151282802,1.4398349633565548,1.3084856120664519,1.4404079598246171,3,2.91,2.711334479202282,0.45729100704193115,416.277296736353,69.4795310186245,0.08009350299835205,5.132007
6,2026-02-03T11:43:08.072456,265,177,1.520707497575991,1.6923119851420636,1.521708941582556,1.688912847462091,4,2.93,2.8392326180157066,0.5950640439987183,271.40400008176175,218.37419240402093,0.0686916708946228,5.132007
