image_index,inference_start,inference_end,inference_duration_sec
1,2026-02-03T11:42:52.790508,2026-02-03T11:42:53.136340,0.345832
2,2026-02-03T11:43:01.041211,2026-02-03T11:43:01.419545,0.378334
3,2026-02-03T11:43:01.558490,2026-02-03T11:43:01.880033,0.321543
4,2026-02-03T11:43:02.020079,2026-02-03T11:43:02.337513,0.317434
5,2026-02-03T11:43:02.451463,2026-02-03T11:43:02.801376,0.349913
6,2026-02-03T11:43:03.032145,2026-02-03T11:43:03.356992,0.324847
7,2026-02-03T11:43:10.485960,2026-02-03T11:43:10.937435,0.451475
8,2026-02-03T11:43:11.059180,2026-02-03T11:43:11.396505,0.337325
9,2026-02-03T11:43:11.526344,2026-02-03T11:43:11.855590,0.329246
10,2026-02-03T11:43:12.007785,2026-02-03T11:43:12.360877,0.353092
11,2026-02-03T11:43:12.507132,2026-02-03T11:43:12.846845,0.339713
12,2026-02-03T11:43:12.971368,2026-02-03T11:43:13.408094,0.436726
13,2026-02-03T11:43:20.237693,2026-02-03T11:43:20.564521,0.326828
14,2026-02-03T11:43:20.700592,2026-02-03T11:43:21.046817,0.346225
15,2026-02-03T11:43:21.181046,2026-02-03T11:43:21.594329,0.413283
16,2026-02-03T11:43:21.733611,2026-02-03T11:43:22.075158,0.341547
17,2026-02-03T11:43:22.201070,2026-02-03T11:43:22.543798,0.342728
18,2026-02-03T11:43:22.698709,2026-02-03T11:43:23.056269,0.35756
19,2026-02-03T11:43:23.276355,2026-02-03T11:43:23.773263,0.496908
20,2026-02-03T11:43:31.397654,2026-02-03T11:43:31.754900,0.357246
21,2026-02-03T11:43:31.884868,2026-02-03T11:43:32.306123,0.421255
22,2026-02-03T11:43:32.443564,2026-02-03T11:43:32.786792,0.343228
23,2026-02-03T11:43:32.908416,2026-02-03T11:43:33.257505,0.349089
24,2026-02-03T11:43:33.380307,2026-02-03T11:43:36.604969,3.224662
25,2026-02-03T11:43:44.039832,2026-02-03T11:43:44.368236,0.328404
26,2026-02-03T11:43:44.525718,2026-02-03T11:43:44.908051,0.382333
27,2026-02-03T11:43:45.029686,2026-02-03T11:43:45.378942,0.349256
28,2026-02-03T11:43:45.587895,2026-02-03T11:43:45.924438,0.336543
29,2026-02-03T11:43:46.063316,2026-02-03T11:43:46.410808,0.347492
30,2026-02-03T11:43:46.531442,2026-02-03T11:43:46.905393,0.373951
31,2026-02-03T11:43:53.706137,2026-02-03T11:43:54.149973,0.443836
32,2026-02-03T11:43:54.268278,2026-02-03T11:43:54.628852,0.360574
33,2026-02-03T11:43:54.781306,2026-02-03T11:43:55.176019,0.394713
34,2026-02-03T11:43:55.312781,2026-02-03T11:43:55.672445,0.359664
35,2026-02-03T11:43:55.926085,2026-02-03T11:43:56.269533,0.343448
36,2026-02-03T11:43:56.463037,2026-02-03T11:43:56.879039,0.416002
37,2026-02-03T11:43:57.008731,2026-02-03T11:43:57.408700,0.399969
38,2026-02-03T11:44:04.212480,2026-02-03T11:44:04.569338,0.356858
39,2026-02-03T11:44:04.722602,2026-02-03T11:44:05.836134,1.113532
