Image_ID,ARE,RMSE,delta<1.25,delta<1.25^2,Inference_Time(s)
10,0.029792901,0.06255037,1.0,1.0,0.4965
11,0.028388679,0.06034128,1.0,1.0,0.3454
12,0.0309384,0.06487722,1.0,1.0,0.3772
13,0.028091405,0.059780415,1.0,1.0,0.349
14,0.027777016,0.05852813,1.0,1.0,0.3553
15,0.024352506,0.0502464,1.0,1.0,0.4914
16,0.023485422,0.050280593,1.0,1.0,0.3384
17,0.032448594,0.064891055,1.0,1.0,5.9646
18,0.030208487,0.059832774,1.0,1.0,0.3802
19,0.030584294,0.06068803,1.0,1.0,0.3412
1,0.03587878,0.07640746,1.0,1.0,6.6197
20,0.029715387,0.059185095,1.0,1.0,0.3352
21,0.03056666,0.06052325,1.0,1.0,0.3375
22,0.03141248,0.061720006,1.0,1.0,0.3333
23,0.030979602,0.061965533,1.0,1.0,0.3468
24,0.033543274,0.066812366,1.0,1.0,0.3383
25,0.033741716,0.067133926,1.0,1.0,0.3426
26,0.019497277,0.04039565,1.0,1.0,6.3188
27,0.019457925,0.039465535,1.0,1.0,0.3659
28,0.019221785,0.04003787,1.0,1.0,0.3624
29,0.02466445,0.04892927,1.0,1.0,0.4405
2,0.03385054,0.07225949,1.0,1.0,0.3576
30,0.023615114,0.04943381,1.0,1.0,0.3513
31,0.023492878,0.049525216,1.0,1.0,0.4502
32,0.027520323,0.059729073,1.0,1.0,0.4885
33,0.028755281,0.059459653,1.0,1.0,0.3746
34,0.026178831,0.057549488,1.0,1.0,6.4441
35,0.026155118,0.058496583,1.0,1.0,0.3571
36,0.02651084,0.0587077,1.0,1.0,0.3858
37,0.026366094,0.057415836,1.0,1.0,0.3778
38,0.027208464,0.061253563,1.0,1.0,0.4992
39,0.028984139,0.06085699,1.0,1.0,0.3672
3,0.035113133,0.074963145,1.0,1.0,0.3497
40,0.029241813,0.06547455,1.0,1.0,0.4301
41,0.034693073,0.07278641,1.0,1.0,6.4053
42,0.03843747,0.081629336,1.0,1.0,0.3975
43,0.03601969,0.07781329,1.0,1.0,0.447
44,0.03704348,0.07810052,1.0,1.0,0.3934
45,0.037894104,0.08298288,1.0,1.0,0.3723
46,0.039446242,0.083834,1.0,1.0,0.5068
47,0.031140104,0.06778666,1.0,1.0,0.5124
48,0.036054067,0.07484805,1.0,1.0,7.3602
49,0.029330662,0.05992979,1.0,1.0,0.3606
4,0.036314216,0.076672085,1.0,1.0,0.3251
50,0.028933702,0.058353867,1.0,1.0,0.41
51,0.021251407,0.044882834,1.0,1.0,0.4025
52,0.022265859,0.046484277,1.0,1.0,0.3787
53,0.02185844,0.045066204,1.0,1.0,0.3778
54,0.031000368,0.064668514,1.0,1.0,6.1861
55,0.030150736,0.06309328,1.0,1.0,0.3447
56,0.030303601,0.06341411,1.0,1.0,0.4666
57,0.028566545,0.060009073,1.0,1.0,0.5163
58,0.022099571,0.04629877,1.0,1.0,0.37
59,0.022850614,0.047771215,1.0,1.0,0.3627
5,0.034461953,0.0737175,1.0,1.0,0.4445
60,0.03044866,0.060578726,1.0,1.0,0.3717
61,0.029551685,0.059141926,1.0,1.0,0.5024
62,0.0364269,0.9569477,0.9862884160756501,0.9862884160756501,6.591
63,0.09044769,1.9714828,0.9260306242638399,0.9260306242638399,0.4911
64,0.09024728,1.9734763,0.926731269203498,0.926731269203498,0.5419
65,0.08936755,1.9537299,0.9273927392739274,0.9273927392739274,0.4716
66,0.08963845,1.9810382,0.9268004722550177,0.9268004722550177,0.6
67,0.08911159,1.9605231,0.9271523178807947,0.9271523178807947,0.542
68,0.07478868,1.9509155,0.9266336400094362,0.9266336400094362,7.2962
69,0.07252066,1.9142035,0.9307848902963131,0.9307848902963131,0.5027
6,0.03501511,0.07461551,1.0,1.0,0.347
70,0.07529122,1.958959,0.9260920897284534,0.9260920897284534,0.4238
7,0.035718266,0.075912535,1.0,1.0,0.4678
8,0.032316167,0.06891523,1.0,1.0,0.4851
9,0.031944904,0.066328675,1.0,1.0,6.0305
