image_index,inference_start,inference_end,inference_duration_sec
1,2026-02-03T13:00:15.796560,2026-02-03T13:00:16.123890,0.32733
2,2026-02-03T13:00:23.446688,2026-02-03T13:00:23.767183,0.320495
3,2026-02-03T13:00:23.892198,2026-02-03T13:00:24.218550,0.326352
4,2026-02-03T13:00:24.455667,2026-02-03T13:00:24.924734,0.469067
5,2026-02-03T13:00:25.069494,2026-02-03T13:00:25.528088,0.458594
6,2026-02-03T13:00:25.690178,2026-02-03T13:00:26.161460,0.471282
7,2026-02-03T13:00:32.849788,2026-02-03T13:00:33.181314,0.331526
8,2026-02-03T13:00:33.308820,2026-02-03T13:00:33.644890,0.33607
9,2026-02-03T13:00:33.777181,2026-02-03T13:00:34.116007,0.338826
10,2026-02-03T13:00:34.334766,2026-02-03T13:00:34.666700,0.331934
11,2026-02-03T13:00:34.816199,2026-02-03T13:00:35.175823,0.359624
12,2026-02-03T13:00:35.324982,2026-02-03T13:00:35.694270,0.369288
13,2026-02-03T13:00:35.845589,2026-02-03T13:00:36.194381,0.348792
14,2026-02-03T13:00:42.760834,2026-02-03T13:00:43.082230,0.321396
15,2026-02-03T13:00:43.220260,2026-02-03T13:00:43.548964,0.328704
16,2026-02-03T13:00:43.686747,2026-02-03T13:00:44.018663,0.331916
17,2026-02-03T13:00:44.246922,2026-02-03T13:00:44.570383,0.323461
18,2026-02-03T13:00:44.720205,2026-02-03T13:00:45.050647,0.330442
19,2026-02-03T13:00:45.186729,2026-02-03T13:00:45.533591,0.346862
20,2026-02-03T13:00:45.654223,2026-02-03T13:00:46.000191,0.345968
21,2026-02-03T13:00:46.165462,2026-02-03T13:00:46.551474,0.386012
22,2026-02-03T13:00:54.168304,2026-02-03T13:00:54.504332,0.336028
23,2026-02-03T13:00:54.729093,2026-02-03T13:00:55.064620,0.335527
24,2026-02-03T13:00:55.195212,2026-02-03T13:00:55.533093,0.337881
25,2026-02-03T13:00:55.663978,2026-02-03T13:00:56.064103,0.400125
26,2026-02-03T13:00:56.194045,2026-02-03T13:00:56.536218,0.342173
27,2026-02-03T13:00:56.693660,2026-02-03T13:00:57.176470,0.48281
28,2026-02-03T13:01:05.620847,2026-02-03T13:01:05.961604,0.340757
29,2026-02-03T13:01:06.219423,2026-02-03T13:01:06.604639,0.385216
30,2026-02-03T13:01:06.736949,2026-02-03T13:01:07.100693,0.363744
31,2026-02-03T13:01:07.248220,2026-02-03T13:01:07.590554,0.342334
32,2026-02-03T13:01:15.177063,2026-02-03T13:01:15.655539,0.478476
33,2026-02-03T13:01:15.810820,2026-02-03T13:01:16.190221,0.379401
34,2026-02-03T13:01:16.343205,2026-02-03T13:01:16.696114,0.352909
35,2026-02-03T13:01:16.847430,2026-02-03T13:01:17.264045,0.416615
36,2026-02-03T13:01:17.514389,2026-02-03T13:01:17.859908,0.345519
37,2026-02-03T13:01:24.991221,2026-02-03T13:01:25.323089,0.331868
38,2026-02-03T13:01:25.448574,2026-02-03T13:01:25.785254,0.33668
39,2026-02-03T13:01:25.914057,2026-02-03T13:01:26.270175,0.356118
40,2026-02-03T13:01:26.414772,2026-02-03T13:01:26.757378,0.342606
41,2026-02-03T13:01:26.882785,2026-02-03T13:01:27.232019,0.349234
42,2026-02-03T13:01:27.479125,2026-02-03T13:01:27.818037,0.338912
43,2026-02-03T13:01:27.947934,2026-02-03T13:01:28.295726,0.347792
44,2026-02-03T13:01:36.488875,2026-02-03T13:01:36.837067,0.348192
45,2026-02-03T13:01:37.592183,2026-02-03T13:01:37.932868,0.340685
