image_index,timestamp,target_u,target_v,target_tilt_rad,target_pan_rad,actual_tilt_rad,actual_pan_rad,point_index,lidar_distance,camera_depth,midas_rel_depth,real_u,real_v,uncertainty,sequence_duration_sec
1,2026-02-03T13:00:19.302112,36,436,1.8523122966398828,2.0367135268934216,1.8545827725537403,2.03405852473636,0,3.08,2.584906173616926,0.4395049214363098,52.67808573606297,464.04833022169913,0.059582144021987915,5.316092
1,2026-02-03T13:00:20.135499,604,180,1.5619363855565183,1.2004025471084807,1.5631264228554684,1.201106956914457,1,3.6,3.218009507488625,0.5940518379211426,590.439020348757,224.1710396225991,0.045648664236068726,5.316092
1,2026-02-03T13:00:20.598612,564,260,1.6717244518153236,1.2615536983620446,1.6720390587953489,1.2593982268541113,2,3.58,3.247173316692868,0.6492458581924438,554.4586624341229,299.48131087290454,0.03793257474899292,5.316092
1,2026-02-03T13:00:21.160859,604,84,1.4284987323308362,1.1900120514213957,1.4296700943094176,1.1903690913992575,3,3.63,3.213121211676441,0.5587902069091797,590.7108547842942,133.13542391399773,0.03515291213989258,5.316092
1,2026-02-03T13:00:21.721949,460,28,1.323615451598441,1.3812469498209161,1.325359400733194,1.3790487283091915,4,3.57,3.315151257688971,0.691770076751709,455.81718526256003,80.90987781004296,0.027713388204574585,5.316092
1,2026-02-03T13:00:22.237043,508,188,1.5634577055412007,1.3305016043195086,1.5631264228554684,1.3314953238847365,5,3.52,3.2998872959201413,0.6679409742355347,499.1077770464753,231.2349965529324,0.02621328830718994,5.316092
1,2026-02-03T13:00:22.717021,468,276,1.689394372736743,1.3975171580039607,1.6904468282499765,1.3959225169759335,6,3.52,3.316069295072644,0.7271072864532471,462.96579077459654,315.48143926249173,0.022080540657043457,5.316092
1,2026-02-03T13:00:23.275001,380,398,1.8582331642191563,1.541299225391536,1.859184714917397,1.538582730249298,7,2.97,2.728139892956986,0.44183504581451416,380.40915524897156,427.968990617951,0.026147007942199707,5.316092
6,2026-02-03T13:00:28.785463,524,116,1.4605518384280805,1.3001008608046631,1.4618836908550161,1.3008157081270237,0,3.52,3.2606164950748826,0.6401407718658447,514.5862221981001,163.86323884005358,0.03474721312522888,4.59321
6,2026-02-03T13:00:29.282044,588,36,1.3599758538865885,1.2053557267950985,1.3606409588545638,1.205708899278114,1,3.62,3.194289149809295,0.5689647197723389,575.5568496095548,87.16544032203291,0.033765554428100586,4.59321
6,2026-02-03T13:00:30.018656,388,399,1.8601181635907587,1.529401390355216,1.8607186957052828,1.5278448647340985,2,2.93,2.686511740220493,0.4404565095901489,387.2950315724626,428.4548075770171,0.03581884503364563,4.59321
6,2026-02-03T13:00:30.483420,499,380,1.8375191438511989,1.3646356146235978,1.8392429646748838,1.3652429012182206,3,3.11,2.797010500748539,0.5094966888427734,491.54666315081306,411.88860176510957,0.031548142433166504,4.59321
6,2026-02-03T13:00:30.868061,601,379,1.8340509969727896,1.2257914913821428,1.8346410223112268,1.227184630308513,4,3.16,2.7169549041109873,0.5095691680908203,588.1221600504114,409.6173404322794,0.028810083866119385,4.59321
6,2026-02-03T13:00:31.541560,436,76,1.3887901947026713,1.4219218311842525,1.3913205746122765,1.418932228794218,5,3.51,3.327014099416064,0.7142757177352905,433.5898809060891,126.90364922937765,0.028137385845184326,4.59321
6,2026-02-03T13:00:32.054259,365,144,1.481050333656284,1.536242589743522,1.4818254410975293,1.533980787885641,6,3.51,3.4123413671371785,0.7766287922859192,365.7340335806176,190.75333623872817,0.021850258111953735,4.59321
6,2026-02-03T13:00:32.677634,568,236,1.6379609727481594,1.2535697015068348,1.6382914814618648,1.2547962844904545,7,3.52,3.1991280478978537,0.6601231098175049,555.9374694956437,276.5677857855661,0.017888754606246948,4.59321
13,2026-02-03T13:00:38.683545,604,35,1.3619900170506367,1.1847061648998967,1.3621749396424494,1.1857671490356005,0,3.56,3.1128045880127693,0.5374277234077454,590.3310786012911,85.36441771129346,0.03170061111450195,4.486972
13,2026-02-03T13:00:39.177892,524,92,1.4260627270001032,1.297417217418688,1.4266021327336462,1.2946797849754812,1,3.5,3.2243398731326294,0.6466203927993774,516.9338394107448,140.10456637980857,0.02714553475379944,4.486972
13,2026-02-03T13:00:39.657307,540,194,1.5754548589714992,1.2867555404497695,1.576932249946439,1.2854759002481673,2,3.46,3.193165168278554,0.654276967048645,531.2118102549765,237.36015810543148,0.025535613298416138,4.486972
13,2026-02-03T13:00:40.313543,402,386,1.843012567898919,1.5070284123450806,1.8453788878264263,1.504835152915814,3,3.12,2.874257989991884,0.5119353532791138,401.03448813098845,418.414942106751,0.02690643072128296,4.486972
13,2026-02-03T13:00:40.873774,548,331,1.7705629031332932,1.29099641330892,1.7732817907958012,1.2916118233997098,4,3.54,3.1841106332260476,0.6768746376037598,537.5640405657174,368.166273796189,0.020450115203857422,4.486972
13,2026-02-03T13:00:41.529957,436,36,1.3308392478982807,1.4174043677999182,1.3314953238847365,1.4158642672184467,5,3.58,3.3562891344866634,0.7508386373519897,432.5613889047971,88.10154107562656,0.0193498432636261,4.486972
13,2026-02-03T13:00:42.091380,319,131,1.456163623943769,1.6050742155353548,1.4572817484913592,1.603009923340495,6,3.59,3.496674863762278,0.8550851941108704,322.08666533612063,179.1506601774522,0.018081992864608765,4.486972
13,2026-02-03T13:00:42.587594,340,36,1.3169784607463013,1.5625795581800463,1.3176894967937658,1.5615924420675826,7,3.7,3.52493848127998,0.8447878360748291,341.2827190914441,89.25076749987144,0.016090065240859985,4.486972
21,2026-02-03T13:00:49.210133,345,76,1.3763654629599655,1.5592981128271888,1.37598076673342,1.560058461279697,0,3.65,3.5161329164326345,0.8112619519233704,344.88779847920773,126.41870992198933,0.025419920682907104,5.148489
21,2026-02-03T13:00:49.948036,580,388,1.8466653823449886,1.254265948331313,1.846912868614312,1.2547962844904545,1,3.06,2.6473333965709482,0.39232712984085083,568.9132254673709,417.50260689748717,0.02610716223716736,5.148489
