img_idx,a,b,equation,infer_time
1,0.332778322737466,1.479202909062209,y = 0.3328 * x + 1.4792,6.6197
2,0.332778322737466,1.479202909062209,y = 0.3328 * x + 1.4792,0.3576
3,0.332778322737466,1.479202909062209,y = 0.3328 * x + 1.4792,0.3497
4,0.332778322737466,1.479202909062209,y = 0.3328 * x + 1.4792,0.3251
5,0.332778322737466,1.479202909062209,y = 0.3328 * x + 1.4792,0.4445
6,0.332778322737466,1.479202909062209,y = 0.3328 * x + 1.4792,0.347
7,0.332778322737466,1.479202909062209,y = 0.3328 * x + 1.4792,0.4678
8,0.332778322737466,1.479202909062209,y = 0.3328 * x + 1.4792,0.4851
9,0.33096685789617575,1.4880577891087252,y = 0.3310 * x + 1.4881,6.0305
10,0.33096685789617575,1.4880577891087252,y = 0.3310 * x + 1.4881,0.4965
11,0.33096685789617575,1.4880577891087252,y = 0.3310 * x + 1.4881,0.3454
12,0.33096685789617575,1.4880577891087252,y = 0.3310 * x + 1.4881,0.3772
13,0.33096685789617575,1.4880577891087252,y = 0.3310 * x + 1.4881,0.349
14,0.33096685789617575,1.4880577891087252,y = 0.3310 * x + 1.4881,0.3553
15,0.33096685789617575,1.4880577891087252,y = 0.3310 * x + 1.4881,0.4914
16,0.33096685789617575,1.4880577891087252,y = 0.3310 * x + 1.4881,0.3384
17,0.04207572306448775,1.6752678234470104,y = 0.0421 * x + 1.6753,5.9646
18,0.04207572306448775,1.6752678234470104,y = 0.0421 * x + 1.6753,0.3802
19,0.04207572306448775,1.6752678234470104,y = 0.0421 * x + 1.6753,0.3412
20,0.04207572306448775,1.6752678234470104,y = 0.0421 * x + 1.6753,0.3352
21,0.04207572306448775,1.6752678234470104,y = 0.0421 * x + 1.6753,0.3375
22,0.04207572306448775,1.6752678234470104,y = 0.0421 * x + 1.6753,0.3333
23,0.04207572306448775,1.6752678234470104,y = 0.0421 * x + 1.6753,0.3468
24,0.04207572306448775,1.6752678234470104,y = 0.0421 * x + 1.6753,0.3383
25,0.04207572306448775,1.6752678234470104,y = 0.0421 * x + 1.6753,0.3426
26,0.41313445835649526,1.4983332705355414,y = 0.4131 * x + 1.4983,6.3188
27,0.41313445835649526,1.4983332705355414,y = 0.4131 * x + 1.4983,0.3659
28,0.41313445835649526,1.4983332705355414,y = 0.4131 * x + 1.4983,0.3624
29,0.41313445835649526,1.4983332705355414,y = 0.4131 * x + 1.4983,0.4405
30,0.41313445835649526,1.4983332705355414,y = 0.4131 * x + 1.4983,0.3513
31,0.41313445835649526,1.4983332705355414,y = 0.4131 * x + 1.4983,0.4502
32,0.41313445835649526,1.4983332705355414,y = 0.4131 * x + 1.4983,0.4885
33,0.41313445835649526,1.4983332705355414,y = 0.4131 * x + 1.4983,0.3746
34,0.5241627725077308,1.4475254179295527,y = 0.5242 * x + 1.4475,6.4441
35,0.5241627725077308,1.4475254179295527,y = 0.5242 * x + 1.4475,0.3571
36,0.5241627725077308,1.4475254179295527,y = 0.5242 * x + 1.4475,0.3858
37,0.5241627725077308,1.4475254179295527,y = 0.5242 * x + 1.4475,0.3778
38,0.5241627725077308,1.4475254179295527,y = 0.5242 * x + 1.4475,0.4992
39,0.5241627725077308,1.4475254179295527,y = 0.5242 * x + 1.4475,0.3672
40,0.5241627725077308,1.4475254179295527,y = 0.5242 * x + 1.4475,0.4301
41,0.6245672484393928,1.4184213735411497,y = 0.6246 * x + 1.4184,6.4053
42,0.6245672484393928,1.4184213735411497,y = 0.6246 * x + 1.4184,0.3975
43,0.6245672484393928,1.4184213735411497,y = 0.6246 * x + 1.4184,0.447
44,0.6245672484393928,1.4184213735411497,y = 0.6246 * x + 1.4184,0.3934
45,0.6245672484393928,1.4184213735411497,y = 0.6246 * x + 1.4184,0.3723
46,0.6245672484393928,1.4184213735411497,y = 0.6246 * x + 1.4184,0.5068
47,0.6245672484393928,1.4184213735411497,y = 0.6246 * x + 1.4184,0.5124
48,0.39138535110345224,1.5216073564455945,y = 0.3914 * x + 1.5216,7.3602
49,0.39138535110345224,1.5216073564455945,y = 0.3914 * x + 1.5216,0.3606
50,0.39138535110345224,1.5216073564455945,y = 0.3914 * x + 1.5216,0.41
51,0.39138535110345224,1.5216073564455945,y = 0.3914 * x + 1.5216,0.4025
52,0.39138535110345224,1.5216073564455945,y = 0.3914 * x + 1.5216,0.3787
53,0.39138535110345224,1.5216073564455945,y = 0.3914 * x + 1.5216,0.3778
54,0.28205205031385716,1.5166428980789923,y = 0.2821 * x + 1.5166,6.1861
55,0.28205205031385716,1.5166428980789923,y = 0.2821 * x + 1.5166,0.3447
56,0.28205205031385716,1.5166428980789923,y = 0.2821 * x + 1.5166,0.4666
57,0.28205205031385716,1.5166428980789923,y = 0.2821 * x + 1.5166,0.5163
58,0.28205205031385716,1.5166428980789923,y = 0.2821 * x + 1.5166,0.37
59,0.28205205031385716,1.5166428980789923,y = 0.2821 * x + 1.5166,0.3627
60,0.28205205031385716,1.5166428980789923,y = 0.2821 * x + 1.5166,0.3717
61,0.28205205031385716,1.5166428980789923,y = 0.2821 * x + 1.5166,0.5024
62,-0.1519227325145076,1.7172200406496674,y = -0.1519 * x + 1.7172,6.591
63,-0.1519227325145076,1.7172200406496674,y = -0.1519 * x + 1.7172,0.4911
64,-0.1519227325145076,1.7172200406496674,y = -0.1519 * x + 1.7172,0.5419
65,-0.1519227325145076,1.7172200406496674,y = -0.1519 * x + 1.7172,0.4716
66,-0.1519227325145076,1.7172200406496674,y = -0.1519 * x + 1.7172,0.6
67,-0.1519227325145076,1.7172200406496674,y = -0.1519 * x + 1.7172,0.542
68,-0.0010721533332298638,1.6363139008858145,y = -0.0011 * x + 1.6363,7.2962
69,-0.0010721533332298638,1.6363139008858145,y = -0.0011 * x + 1.6363,0.5027
70,-0.0010721533332298638,1.6363139008858145,y = -0.0011 * x + 1.6363,0.4238
