image_index,timestamp,target_u,target_v,target_tilt_rad,target_pan_rad,actual_tilt_rad,actual_pan_rad,point_index,lidar_distance,camera_depth,midas_rel_depth,real_u,real_v,uncertainty,sequence_duration_sec
1,2026-02-03T13:35:57.288038,32,452,1.8711457315566922,2.0427998736874136,1.8714565612204823,2.040194447887903,0,2.17,1.7810091547191211,0.9780799150466919,44.57363067788756,470.425508196455,0.0,4.333986
1,2026-02-03T13:35:57.577565,39,442,1.8605045373632207,2.033358192028127,1.8607186957052828,2.03405852473636,1,2.16,1.784543076459573,0.9539808630943298,48.8337581258608,461.2340016073063,0.0,4.333986
1,2026-02-03T13:35:57.817161,42,440,1.8587366150015652,2.029442241666967,1.859184714917397,2.029456582372703,2,2.16,1.7893946390811366,0.9466431736946106,52.30214807921789,459.4434334010587,0.0,4.333986
1,2026-02-03T13:35:58.105754,43,429,1.8451901746697412,2.0274173411090297,1.846912868614312,2.0279226015848177,3,2.14,1.7808746763006793,0.943327009677887,52.8883559714998,449.7280426911958,0.0,4.333986
1,2026-02-03T13:35:58.985259,607,32,1.3586122826875524,1.1805725311450717,1.359106978066678,1.1811652066719438,4,1.74,1.4755709989100048,0.06484329700469971,600.4167875607117,56.31078162073773,0.0,4.333986
1,2026-02-03T13:35:59.240811,605,38,1.3662242059445373,1.183759627532108,1.363708920430335,1.1811652066719438,5,1.74,1.4768202731711102,0.06161487102508545,600.6878532275501,59.66386420345851,0.0,4.333986
1,2026-02-03T13:35:59.881815,133,105,1.4035373530349533,1.880926436277825,1.402058440127476,1.8791264651599104,6,1.88,1.7153081204367542,0.5834742188453674,141.04642519979774,132.59705159156425,0.024681061506271362,4.333986
1,2026-02-03T13:36:00.280144,176,80,1.3687744383470914,1.8163129003676874,1.3698448435818775,1.8177672336444848,7,1.85,1.7041032602021113,0.49841517210006714,180.57685722373515,109.86516642146852,0.020992636680603027,4.333986
9,2026-02-03T13:36:07.224676,32,448,1.866225204720032,2.0425294657359587,1.8668546188568254,2.038660467100017,0,2.12,1.7422985631136352,0.9018195271492004,45.25564159591299,466.08557342804664,0.0,3.778096
9,2026-02-03T13:36:07.495459,46,448,1.869646741491554,2.024941617658059,1.868388599644711,2.026388620796932,1,2.17,1.7947189064799596,0.880234956741333,55.05235567122831,466.14464558647006,0.0,3.778096
9,2026-02-03T13:36:07.783139,40,438,1.8557635012554272,2.031824999553595,1.8561167533416258,2.029456582372703,2,2.16,1.7913203429053794,0.876029372215271,52.18735155832871,457.11708310142734,0.0,3.778096
9,2026-02-03T13:36:08.097221,38,421,1.8339314860002494,2.0331729273032653,1.8346410223112268,2.030990563160589,3,2.15,1.7942809715170194,0.8661336898803711,50.150870573911206,441.03480504416194,0.0,3.778096
9,2026-02-03T13:36:08.917434,607,33,1.3599488346020274,1.1806806477097211,1.3606409588545638,1.1811652066719438,4,-1.0,-0.9769247640160555,0.21695327758789062,567.6718914966443,183.14096324415692,0.0,3.778096
9,2026-02-03T13:36:09.117020,592,35,1.359462756778746,1.2000762291562137,1.3606409588545638,1.1980389953386859,5,-1.0,-0.9836820225484375,0.2224140763282776,556.7589025741241,184.35863356027798,0.0,3.778096
9,2026-02-03T13:36:09.847588,511,433,1.907644122354171,1.353553281431607,1.906738119341852,1.35143707412725,6,1.89,1.620699972549959,0.3603924512863159,507.8167978469449,449.1034670143492,0.033625781536102295,3.778096
9,2026-02-03T13:36:10.277973,461,451,1.9315808120463411,1.4271415593498027,1.932815792735908,1.4266021327336462,7,1.86,1.604988644929397,0.4057309627532959,458.33136111397454,467.9133353035408,0.026200294494628906,3.778096
17,2026-02-03T13:36:17.327255,33,455,1.875073504449743,2.041756445138329,1.8775924843720249,2.040194447887903,0,2.12,1.7341369614210222,0.91181880235672,44.4704115999463,474.5737194692933,0.0,3.628853
17,2026-02-03T13:36:17.651571,35,433,1.8483264318369923,2.0377619774001285,1.8484468494021975,2.038660467100017,1,2.11,1.7449399717798948,0.9192255139350891,44.50448985110486,451.9317628746554,0.0,3.628853
17,2026-02-03T13:36:17.910284,42,435,1.8524895652974254,2.029096496277909,1.8515148109779689,2.029456582372703,2,2.07,1.7160143443272804,0.9125828742980957,51.42191379955867,452.5287326216509,0.0,3.628853
17,2026-02-03T13:36:18.199897,52,442,1.863624182798568,2.0168970440550775,1.8607186957052828,2.017184736069618,3,2.06,1.71153140637881,0.9024717807769775,61.04823715807626,457.75005532003064,0.0,3.628853
17,2026-02-03T13:36:19.026110,334,29,1.3061282346675198,1.5710261061680142,1.3069516312785663,1.5723303075827821,4,1.87,1.737508793173269,0.14544665813446045,333.8134101845141,61.16550850486274,0.0,3.628853
17,2026-02-03T13:36:19.300193,344,27,1.3044331844217993,1.5554544987997934,1.3054176504906807,1.55545651891604,5,1.81,1.67709451861091,0.13450264930725098,344.30672906627575,57.73057739036762,0.0,3.628853
17,2026-02-03T13:36:19.928946,395,455,1.9352607306447362,1.5250113878783915,1.9358837543116791,1.526310883946213,6,1.86,1.6261566275144035,0.542019248008728,392.9396368868252,471.7076225976742,0.048349082469940186,3.628853
17,2026-02-03T13:36:20.301493,464,455,1.936708018968539,1.423225424241963,1.9374177350995647,1.423534171157875,7,1.93,1.6640540496979122,0.5061568021774292,460.46054577980004,472.3331949083532,0.04080274701118469,3.628853
26,2026-02-03T13:36:27.412557,32,448,1.866225204720032,2.0425294657359587,1.868388599644711,2.040194447887903,0,2.27,1.8689369327524008,0.9241012334823608,45.077018899653034,469.1634432312952,0.0,3.858947
26,2026-02-03T13:36:27.701057,48,450,1.8726109769253487,2.0225463480762293,1.8714565612204823,2.0233206592211608,1,2.25,1.8644594307038034,0.9007717370986938,57.97797852620915,468.9430741197377,0.0,3.858947
26,2026-02-03T13:36:27.941567,55,451,1.875550817862434,2.0137028724354207,1.8745245227962535,2.014116774493847,2,2.26,1.8788496885999182,0.8919450640678406,65.10454677458823,470.1278289909776,0.0,3.858947
26,2026-02-03T13:36:28.326112,37,422,1.8349654420666561,2.0344995298175985,1.8377089838869982,2.0325245439484747,3,2.27,1.8957254235734937,0.8802993893623352,49.81668699289615,444.8944325663394,0.0,3.858947
26,2026-02-03T13:36:29.211380,607,33,1.3599488346020274,1.1806806477097211,1.3606409588545638,1.1811652066719438,4,1.8,1.5297045752289002,0.05317091941833496,600.0479688156008,59.18727695287181,0.0,3.858947
26,2026-02-03T13:36:29.497727,596,31,1.3549255825998234,1.1944942598408832,1.3560390164909069,1.191903072187143,5,1.82,1.5541511521999603,0.06294560432434082,591.4780192548856,57.93459656066377,0.0,3.858947
